Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,
貓空大觀園,116台灣台北市文山區指南路三段38巷22之1號,3.9,693,24.9672222,121.5872222,+886 2 2939 2198,星期一: 休息,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=4798008764531472071,2,
8鍋臭臭鍋,116台灣台北市文山區木柵路三段77巷7號,3.9,418,24.9891279,121.5668256,+886 2 2939 1213,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 休息,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,TRUE,https://maps.google.com/?cid=7704747369031635541,1,
政大-關東煮,116台灣台北市文山區指南路二段70號,4.9,195,24.9868493,121.5785639,,"星期一: 11:30 – 14:00, 16:00 – 20:00","星期二: 11:30 – 14:00, 16:00 – 20:00","星期三: 11:30 – 14:00, 16:00 – 20:00","星期四: 11:30 – 14:00, 16:00 – 20:00","星期五: 11:30 – 14:00, 16:00 – 20:00",星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=5047702822106874282,1,
德意事歐式美食屋,116台灣台北市文山區木新路三段97號,4.4,730,24.9819444,121.5627778,+886 2 2234 5611,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00",星期三: 休息,"星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",TRUE,https://maps.google.com/?cid=13084025183683018550,2,
晨間戀人早餐店,116台灣台北市文山區保儀路107號,4.2,173,24.9863741,121.5680927,+886 2 2939 6882,星期一: 05:30 – 13:30,星期二: 05:30 – 13:30,星期三: 05:30 – 13:30,星期四: 05:30 – 13:30,星期五: 05:30 – 13:30,星期六: 06:30 – 13:00,星期日: 06:30 – 13:00,,https://maps.google.com/?cid=4628450401943707372,1,
鬼匠拉麵-政大店,116台灣台北市文山區指南路二段28號,4,452,24.9877794,121.5746506,+886 2 2939 8028,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=10231294730344810368,1,
追夢輸送 居酒屋,116台灣台北市文山區指南路二段45巷3號,4.8,58,24.9882329,121.574213,+886 2 2939 2998,星期一: 17:00 – 01:00,星期二: 17:00 – 01:00,星期三: 17:00 – 01:00,星期四: 17:00 – 01:00,星期五: 17:00 – 02:00,星期六: 17:00 – 02:00,星期日: 休息,,https://maps.google.com/?cid=17067394784710463284,,
Ruins Coffee Roasters,116台灣台北市文山區木柵路三段242號,4.5,1124,24.9907454,121.5710489,+886 2 2234 0024,星期一: 休息,星期二: 13:00 – 21:00,星期三: 13:00 – 21:00,星期四: 13:00 – 21:00,星期五: 13:00 – 21:00,星期六: 13:00 – 21:00,星期日: 13:00 – 21:00,FALSE,https://maps.google.com/?cid=6264880712927327409,2,
TDH 貓茶町下午茶,11650台灣台北市文山區保儀路117號,4.1,407,24.985665,121.567605,+886 2 2937 6800,星期一: 10:30 – 19:30,星期二: 10:30 – 19:30,星期三: 10:30 – 19:30,星期四: 10:30 – 19:30,星期五: 10:30 – 19:30,星期六: 10:30 – 19:30,星期日: 10:30 – 19:30,,https://maps.google.com/?cid=3225290204903718658,,
吉干子麻辣黑輪,116台灣台北市文山區木柵路二段209號-1號,5,2,24.9887673,121.5641002,+886 970 999 877,星期一: 休息,星期二: 15:00 – 22:00,星期三: 15:00 – 22:00,星期四: 15:00 – 22:00,星期五: 15:00 – 22:00,星期六: 15:00 – 22:00,星期日: 休息,,https://maps.google.com/?cid=9414459988257711129,,
Juicy Bun Burger 就是棒 美式餐廳 政大店,116台灣台北市文山區萬壽路19號1樓,4.4,1991,24.988161,121.5760589,+886 2 2939 0780,星期一: 11:30 – 22:00,星期二: 11:30 – 22:00,星期三: 11:30 – 22:00,星期四: 11:30 – 22:00,星期五: 11:30 – 22:00,星期六: 10:30 – 22:00,星期日: 10:30 – 22:00,,https://maps.google.com/?cid=1291145046097477170,2,
BigBurger比飽嗝大漢堡早午餐,116台灣台北市文山區木新路二段162號1 樓,4.6,416,24.9840411,121.5686224,+886 2 8661 1678,星期一: 05:30 – 14:00,星期二: 05:30 – 14:00,星期三: 休息,星期四: 05:30 – 14:00,星期五: 05:30 – 14:00,星期六: 05:30 – 14:00,星期日: 05:30 – 14:00,,https://maps.google.com/?cid=9210738144740113030,1,
囂張吃翅 文山政大店,116台灣台北市文山區萬壽路8號,4.9,439,24.9880718,121.5761831,+886 979 567 299,"星期一: 11:30 – 13:30, 15:30 – 00:30","星期二: 11:30 – 13:30, 15:30 – 00:30","星期三: 11:30 – 13:30, 15:30 – 00:30","星期四: 11:30 – 13:30, 15:30 – 00:30","星期五: 11:30 – 13:30, 15:30 – 00:30","星期六: 12:00 – 13:30, 15:00 – 00:30","星期日: 12:00 – 13:30, 15:30 – 00:30",,https://maps.google.com/?cid=5451089261054317635,,
Hunger,116台灣台北市文山區忠順街二段51號,3.8,205,24.9850502,121.5642319,+886 2 2939 8999,星期一: 06:30 – 15:30,星期二: 休息,星期三: 06:30 – 15:30,星期四: 06:30 – 15:30,星期五: 06:30 – 15:30,星期六: 06:30 – 15:30,星期日: 06:30 – 15:00,,https://maps.google.com/?cid=15857180266611424902,2,
紅木屋,116台灣台北市文山區指南路三段38巷33號,4.2,940,24.9671659,121.5907726,+886 2 2939 9706,星期一: 休息,星期二: 10:30 – 21:00,星期三: 10:30 – 21:00,星期四: 10:30 – 21:00,星期五: 10:30 – 21:00,星期六: 10:30 – 21:00,星期日: 10:30 – 21:00,TRUE,https://maps.google.com/?cid=14986251735111334934,2,
大頭土雞城,116台灣台北市文山區指南路三段38巷18-2號,4,190,24.9686652,121.5877448,+886 2 2938 1943,星期一: 休息,星期二: 10:30 – 20:00,星期三: 10:30 – 20:00,星期四: 10:30 – 20:00,星期五: 10:30 – 20:00,星期六: 10:30 – 20:00,星期日: 10:30 – 20:00,,https://maps.google.com/?cid=17760865373976754316,,
浪速食鋪,116台灣台北市文山區指南路二段119巷16號（隔壁,4.8,103,24.9881783,121.5765004,+886 976 015 916,"星期一: 11:00 – 14:00, 17:00 – 20:00","星期二: 11:00 – 14:00, 17:00 – 20:00","星期三: 11:00 – 14:00, 17:00 – 20:00","星期四: 11:00 – 14:00, 17:00 – 20:00","星期五: 11:00 – 14:00, 17:00 – 20:00","星期六: 11:00 – 14:00, 17:00 – 20:00",星期日: 休息,TRUE,https://maps.google.com/?cid=14636271403616200831,,
三一活力早餐,116台灣台北市文山區木新路二段103號,4.3,400,24.9844406,121.5701105,+886 2 2936 9333,星期一: 06:00 – 13:00,星期二: 06:00 – 13:00,星期三: 06:00 – 13:00,星期四: 06:00 – 13:00,星期五: 06:00 – 13:00,星期六: 06:00 – 13:30,星期日: 休息,TRUE,https://maps.google.com/?cid=3019476813947655223,,
小曼谷泰國雲南料理 政大店,116台灣台北市文山區指南路二段19號,4.1,690,24.9882699,121.5735376,+886 2 2937 8782,"星期一: 11:30 – 14:00, 17:00 – 21:00","星期二: 11:30 – 14:00, 17:00 – 21:00",星期三: 休息,"星期四: 11:30 – 14:00, 17:00 – 21:00","星期五: 11:30 – 14:00, 17:00 – 21:00","星期六: 11:30 – 14:00, 17:00 – 21:00","星期日: 11:30 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=14168563539219267072,2,
木柵炒堂,116台灣台北市文山區木新路三段5號1 樓,3.4,73,24.982609,121.5651967,+886 2 2936 2988,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=2459066621870034336,1,
菁英食堂自助餐,116台灣台北市文山區指南路二段49號,3.9,12,24.9880144,121.5744003,+886 2 2939 1399,星期一: 10:30 – 20:00,星期二: 10:30 – 20:00,星期三: 10:30 – 20:00,星期四: 10:30 – 20:00,星期五: 10:30 – 20:00,星期六: 10:30 – 14:00,星期日: 休息,,https://maps.google.com/?cid=14721114159059250527,,
"「預約餐廳」猴山岳土雞城，泡茶 ️方便,沒有冷氣!只有大自然風,強調天然環保",116台灣台北市文山區萬壽路71號,4.5,145,24.9775778,121.5951026,+886 2 2936 6704,星期一: 休息,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=3247009289336909894,2,
貓空相逢居茶坊~平日中餐預約制/沒夜景,116台灣台北市文山區指南路三段40巷No. 12號,4.6,214,24.9679553,121.5950714,+886 2 2939 6509,星期一: 休息,星期二: 18:00 – 02:00,星期三: 18:00 – 02:00,星期四: 18:00 – 02:00,星期五: 18:00 – 02:00,星期六: 11:30 – 02:00,星期日: 11:30 – 02:00,,https://maps.google.com/?cid=3023341085379718575,,
春茶鄉,116台灣台北市文山區指南路三段38巷30號,4.2,1115,24.9664033,121.5864244,+886 2 2939 0559,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=13945137623608214920,2,
藏仙庵,231台灣新北市新店區北宜路三段210巷27之1號,4.6,146,24.951684,121.591284,+886 912 948 602,星期一: 11:30 – 14:30,星期二: 休息,星期三: 11:30 – 14:30,星期四: 11:30 – 14:30,星期五: 11:30 – 14:30,星期六: 11:30 – 14:30,星期日: 11:30 – 14:30,TRUE,https://maps.google.com/?cid=12522425012721909391,3,
談天園,116台灣台北市文山區指南路三段38巷14之3號,4.2,804,24.9685631,121.5852069,+886 2 2936 8167,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 03:00,星期六: 10:00 – 03:00,星期日: 10:00 – 03:00,,https://maps.google.com/?cid=10105541690473497579,2,
麥當勞-台北木新餐廳,116台灣台北市文山區木新路三段174號,3.6,1554,24.981815,121.56059,+886 2 2937 0095,星期一: 24 小時營業,星期二: 24 小時營業,星期三: 24 小時營業,星期四: 24 小時營業,星期五: 24 小時營業,星期六: 24 小時營業,星期日: 24 小時營業,,https://maps.google.com/?cid=8739520484185657084,1,
檳榔村土雞城,231台灣新北市新店區銀河路66-1號,4.2,453,24.957713,121.5776224,+886 2 2217 4539,星期一: 11:00 – 21:00,星期二: 休息,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=5207819025381931631,2,
越嶺休閒農園,23151台灣新北市新店區銀河路88-1號,4.3,325,24.9637641,121.5825881,+886 2 2217 6880,星期一: 休息,星期二: 10:00 – 17:00,星期三: 10:00 – 17:00,星期四: 10:00 – 17:00,星期五: 10:00 – 17:00,星期六: 10:00 – 17:00,星期日: 10:00 – 17:00,,https://maps.google.com/?cid=15467585193698453206,2,
迺乾茶莊,116台灣台北市文山區指南路三段38巷37號,4.5,107,24.9686888,121.5918065,+886 2 2234 3399,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=17831096406719586004,,
貓空清泉廣場 - 附設兒童遊戲室,116台灣台北市文山區指南路三段38巷33之1號對面山坡,4.3,384,24.9669094,121.5911331,+886 2 2938 3222,星期一: 休息,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 21:00,星期日: 11:00 – 20:30,,https://maps.google.com/?cid=7277167353520018268,2,
素顏齋房,231台灣新北市新店區北宜路三段62號,4.4,57,24.951199,121.574859,+886 2 2217 5606,星期一: 休息,星期二: 12:00 – 15:00,星期三: 12:00 – 15:00,星期四: 12:00 – 15:00,星期五: 12:00 – 15:00,星期六: 12:00 – 15:00,星期日: 12:00 – 15:00,TRUE,https://maps.google.com/?cid=16210115298695215650,,
MingBo's Tea Farm,116台灣台北市文山區指南路三段157巷185號,,,24.9788921,121.5912761,+886 2 2937 8179,星期一: 11:30 – 20:00,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 11:30 – 20:00,星期日: 11:30 – 20:00,,https://maps.google.com/?cid=8330917194395341098,,
慈音山莊｜慈音休閒,116台灣台北市文山區老泉街26巷11號,4.2,503,24.9662128,121.5662832,+886 2 2937 5256,星期一: 11:00 – 17:00,星期二: 11:00 – 17:00,星期三: 休息,星期四: 11:00 – 17:00,星期五: 11:00 – 17:00,星期六: 11:00 – 18:00,星期日: 11:00 – 18:00,TRUE,https://maps.google.com/?cid=18099691409434421373,2,
至德素食糕餅,116台灣台北市文山區指南路三段38巷37之2號,4.4,49,24.9703743,121.5921612,+886 2 2937 9250,星期一: 休息,星期二: 08:00 – 18:00,星期三: 08:00 – 18:00,星期四: 08:00 – 18:00,星期五: 08:00 – 18:00,星期六: 08:00 – 18:00,星期日: 08:00 – 18:00,TRUE,https://maps.google.com/?cid=17434837637707735100,,
貓空 四爺,116台灣台北市文山區指南路三段38巷16-2號,3.8,1109,24.969037,121.587659,+886 2 2234 0140,星期一: 10:30 – 22:00,星期二: 10:30 – 22:00,星期三: 10:30 – 22:00,星期四: 10:30 – 22:00,星期五: 10:30 – 22:00,星期六: 10:30 – 22:00,星期日: 10:30 – 22:00,,https://maps.google.com/?cid=1999131642225479669,2,
漢堡王 Burger King 木新店,116台灣台北市文山區木新路三段109號,4.6,472,24.9819804,121.5624664,+886 2 2936 1398,星期一: 10:00 – 22:00,星期二: 10:00 – 22:00,星期三: 10:00 – 22:00,星期四: 10:00 – 22:00,星期五: 10:00 – 22:00,星期六: 10:00 – 22:00,星期日: 10:00 – 22:00,,https://maps.google.com/?cid=16710436684227010547,2,
真好味烤鴨莊-木柵外帶外送美食 網購宅配午晚餐(在地人氣必吃),116台灣台北市文山區木新路三段108號,4.4,2033,24.9822967,121.5627305,+886 2 2936 2535,星期一: 10:30 – 20:00,星期二: 休息,星期三: 10:30 – 20:00,星期四: 10:30 – 20:00,星期五: 09:30 – 22:30,星期六: 09:30 – 20:30,星期日: 09:30 – 20:30,,https://maps.google.com/?cid=18013037525676329465,2,
麵妃精選麵食,116台灣台北市文山區木新路三段115號1樓,4,759,24.9819541,121.5623276,+886 2 2939 5552,"星期一: 11:00 – 14:00, 16:30 – 20:30","星期二: 11:00 – 14:00, 16:30 – 20:30","星期三: 11:00 – 14:00, 16:30 – 20:30",星期四: 休息,"星期五: 11:00 – 14:00, 16:30 – 20:30","星期六: 11:00 – 14:00, 16:30 – 20:30","星期日: 11:00 – 14:00, 16:30 – 20:30",,https://maps.google.com/?cid=12108246047318796401,2,
鴻記石鍋,116台灣台北市文山區興隆路四段130號,4.4,536,24.9824167,121.5622361,+886 2 8661 5772,星期一: 休息,星期二: 17:30 – 21:30,星期三: 17:30 – 21:30,星期四: 17:30 – 21:30,星期五: 17:30 – 21:30,"星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=6925629716062357191,2,
摩斯漢堡 木新店,116台灣台北市文山區木新路三段170號,3.9,376,24.981875,121.5607793,+886 2 2234 9426,星期一: 06:00 – 22:00,星期二: 06:00 – 22:00,星期三: 06:00 – 22:00,星期四: 06:00 – 22:00,星期五: 06:00 – 22:00,星期六: 06:00 – 22:00,星期日: 06:00 – 22:00,,https://maps.google.com/?cid=17862367054939626628,2,
火鍋世家 (木柵木新店),116台灣台北市文山區木新路三段58號,3.8,416,24.9825641,121.5640087,+886 2 8661 2717,星期一: 12:00 – 21:30,星期二: 12:00 – 21:30,星期三: 12:00 – 21:30,星期四: 12:00 – 21:30,星期五: 12:00 – 21:30,星期六: 12:00 – 21:30,星期日: 12:00 – 21:30,,https://maps.google.com/?cid=4628626431156114549,2,
三茶六飯居酒屋,116台灣台北市文山區興隆路四段104號,4.6,426,24.9831538,121.5620155,+886 2 8661 1606,星期一: 17:00 – 20:30,星期二: 17:00 – 20:30,星期三: 休息,星期四: 17:00 – 20:30,星期五: 17:00 – 22:00,星期六: 17:00 – 22:00,星期日: 17:00 – 20:30,FALSE,https://maps.google.com/?cid=8345339377326522399,2,
光羽塩 Lytea,116台灣台北市文山區指南路三段38巷14之2號,4.2,1616,24.968766,121.585703,+886 2 2939 4050,星期一: 休息,星期二: 11:00 – 23:30,星期三: 11:00 – 23:30,星期四: 11:00 – 23:30,星期五: 11:00 – 01:00,星期六: 11:00 – 01:00,星期日: 11:00 – 23:30,,https://maps.google.com/?cid=13612316041222744685,2,
深坑第一家手工臭豆腐（木新本舖）,116台灣台北市文山區興隆路四段223號,3.9,60,24.9823737,121.5626382,+886 2 2939 5223,星期一: 12:00 – 22:00,星期二: 12:00 – 22:00,星期三: 12:00 – 22:00,星期四: 12:00 – 22:00,星期五: 12:00 – 22:00,星期六: 12:00 – 22:00,星期日: 休息,,https://maps.google.com/?cid=9177419583900163849,,
三尋九食臭臭鍋 （木柵店）,116台灣台北市文山區木新路三段103號,3.4,329,24.9820311,121.5626711,+886 2 2936 3399,"星期一: 11:00 – 14:00, 17:00 – 22:00","星期二: 11:00 – 14:00, 17:00 – 22:00","星期三: 11:00 – 14:00, 17:00 – 22:00","星期四: 11:00 – 14:00, 17:00 – 22:00","星期五: 11:00 – 14:00, 17:00 – 22:00","星期六: 11:00 – 14:00, 17:00 – 22:00","星期日: 11:00 – 14:00, 17:00 – 22:00",,https://maps.google.com/?cid=7156626126616851405,1,
貓空清泉山莊,116台灣台北市文山區指南路三段38巷33-3號號（右側,4.4,2001,24.9666586,121.5913802,+886 2 2936 8761,星期一: 休息,星期二: 10:00 – 20:00,星期三: 10:00 – 20:00,星期四: 10:00 – 20:00,星期五: 10:00 – 20:00,星期六: 10:00 – 21:00,星期日: 10:00 – 20:00,TRUE,https://maps.google.com/?cid=7176125384923621232,2,
野山土雞園,116台灣台北市文山區老泉街26巷9號,4.4,185,24.96685,121.567186,+886 2 2937 9437,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 休息,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=12888784344910772974,2,
仁鄉好味館,231台灣新北市新店區北宜路二段276號,4.9,31,24.9540807,121.5610157,+886 2 2217 7773,"星期一: 11:00 – 13:30, 17:00 – 19:30","星期二: 11:00 – 13:30, 17:00 – 19:30","星期三: 11:00 – 13:30, 17:00 – 19:30","星期四: 11:00 – 13:30, 17:00 – 19:30","星期五: 11:00 – 13:30, 17:00 – 19:30","星期六: 11:00 – 13:30, 17:00 – 19:30",星期日: 休息,,https://maps.google.com/?cid=8742836114312750280,,
麥香早餐店,231台灣新北市新店區北宜路二段132號,4.8,105,24.9537422,121.5571366,+886 2 2217 2489,星期一: 05:00 – 12:30,星期二: 05:00 – 12:30,星期三: 05:00 – 12:30,星期四: 05:00 – 12:30,星期五: 05:00 – 12:30,星期六: 05:00 – 12:30,星期日: 休息,,https://maps.google.com/?cid=6879727495229160960,,
貓空 上暘茶莊 SUNYANG TEAHOUSE,116台灣台北市文山區指南路三段38巷16-2號1樓,4.6,156,24.9693124,121.5874451,+886 2 2938 5255,星期一: 休息,星期二: 10:00 – 19:00,星期三: 10:00 – 19:00,星期四: 10:00 – 19:00,星期五: 10:00 – 19:00,星期六: 10:00 – 20:00,星期日: 10:00 – 19:00,TRUE,https://maps.google.com/?cid=17894485854022373199,,
晨曦茶坊,116台灣台北市文山區指南路三段34巷53號,4.4,348,24.9657718,121.58327,+886 2 2936 4336,星期一: 09:30 – 00:00,星期二: 09:30 – 00:00,星期三: 09:30 – 00:00,星期四: 09:30 – 00:00,星期五: 09:30 – 03:00,星期六: 09:30 – 03:00,星期日: 09:30 – 03:00,,https://maps.google.com/?cid=12630930266207299991,,
青潭早餐店,231台灣新北市新店區北宜路二段155號,3.9,30,24.9533481,121.5520232,+886 2 2217 4527,星期一: 05:30 – 12:00,星期二: 05:30 – 12:00,星期三: 05:30 – 12:00,星期四: 05:30 – 12:00,星期五: 05:30 – 12:00,星期六: 05:30 – 12:00,星期日: 05:30 – 12:00,,https://maps.google.com/?cid=15497860971280392223,,
力活早餐店,231台灣新北市新店區北宜路二段285號,3.6,7,24.9537396,121.5552516,+886 2 2217 0773,星期一: 05:00 – 13:00,星期二: 05:00 – 13:00,星期三: 05:00 – 13:00,星期四: 05:00 – 13:00,星期五: 05:00 – 13:00,星期六: 05:00 – 13:00,星期日: 05:00 – 13:00,,https://maps.google.com/?cid=12608333905556846770,,
小叮噹早餐店,231台灣新北市新店區寶橋路200號,4.3,21,24.9782627,121.5509207,+886 2 2911 6783,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,https://maps.google.com/?cid=522691297879017883,,
黑人牛肉麵,231台灣新北市新店區寶橋路209號,3.9,414,24.9771852,121.5484753,+886 2 2913 5899,星期一: 休息,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 11:30 – 20:00,星期日: 11:30 – 20:00,,https://maps.google.com/?cid=9451242222235077634,1,
活力早餐店,116台灣台北市文山區樟新街36號,4.5,53,24.9784404,121.5553743,+886 2 8661 2737,星期一: 06:00 – 12:15,星期二: 06:00 – 12:15,星期三: 06:00 – 12:15,星期四: 06:00 – 12:15,星期五: 06:00 – 12:15,星期六: 06:00 – 12:15,星期日: 06:00 – 12:15,,https://maps.google.com/?cid=12444724457075740841,,
廣東牛肉麵,231台灣新北市新店區寶橋路43號,3.6,208,24.9746036,121.5445635,+886 2 2915 0797,"星期一: 11:00 – 15:00, 17:00 – 20:30","星期二: 11:00 – 15:00, 17:00 – 20:30","星期三: 11:00 – 15:00, 17:00 – 20:30","星期四: 11:00 – 15:00, 17:00 – 20:30","星期五: 11:00 – 15:00, 17:00 – 20:30","星期六: 11:00 – 15:00, 17:00 – 20:30",星期日: 休息,,https://maps.google.com/?cid=16900027842144837064,1,
大漁港餐廳,231台灣新北市新店區寶橋路197號號,3.9,276,24.976953,121.548219,+886 2 2911 2780,"星期一: 11:00 – 14:00, 17:00 – 23:00",星期二: 休息,"星期三: 11:00 – 14:00, 17:00 – 23:00","星期四: 11:00 – 14:00, 17:00 – 23:00","星期五: 11:00 – 14:00, 17:00 – 23:00",星期六: 11:00 – 23:00,"星期日: 11:00 – 14:00, 17:00 – 22:00",,https://maps.google.com/?cid=13741194750540182160,2,
大山無價飲食空間,231台灣新北市新店區北宜路三段62號,4.1,1119,24.950994,121.5746824,+886 2 2217 8891,星期一: 休息,"星期二: 12:00 – 15:00, 18:00 – 21:00","星期三: 12:00 – 15:00, 18:00 – 21:00","星期四: 12:00 – 15:00, 18:00 – 21:00","星期五: 12:00 – 15:00, 18:00 – 21:00","星期六: 12:00 – 15:00, 18:00 – 21:00","星期日: 12:00 – 15:00, 18:00 – 21:00",,https://maps.google.com/?cid=14350493248958939856,3,
希波克拉底精準益生園,231台灣新北市新店區北宜路三段210巷27號,4.8,20,24.9509666,121.5911593,+886 2 2217 7360,星期一: 09:00 – 20:00,星期二: 09:00 – 20:00,星期三: 09:00 – 20:00,星期四: 09:00 – 20:00,星期五: 09:00 – 20:00,星期六: 09:00 – 20:00,星期日: 09:00 – 20:00,,https://maps.google.com/?cid=10294301119944781393,,
早安美芝城新店北宜,23152台灣新北市新店區北宜路二段320號,4,74,24.9539172,121.5618776,+886 2 2217 2592,星期一: 05:30 – 13:00,星期二: 05:30 – 13:00,星期三: 05:30 – 13:00,星期四: 05:30 – 13:00,星期五: 05:30 – 13:00,星期六: 05:30 – 13:00,星期日: 05:30 – 13:00,,https://maps.google.com/?cid=2153125466238815858,1,
東興食堂,231台灣新北市新店區北宜路二段397號,4,329,24.954587,121.559496,+886 2 2217 1557,星期一: 休息,"星期二: 11:30 – 14:30, 17:30 – 21:00","星期三: 11:30 – 14:30, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:30, 17:30 – 21:00","星期六: 11:30 – 14:30, 17:30 – 21:00","星期日: 11:30 – 14:30, 17:30 – 21:00",TRUE,https://maps.google.com/?cid=13875102645697898018,3,
然月鍋物,"No. 353, 北宜路二段新店區新北市台灣 231",4,164,24.9542127,121.5583476,+886 2 2217 0844,星期一: 09:00 – 21:00,星期二: 休息,"星期三: 09:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00",星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=12142633394291695356,2,
永和豆漿 北宜店,231台灣新北市新店區北宜路二段96號,3.9,109,24.9535148,121.5553276,+886 2 2217 9695,星期一: 休息,星期二: 04:00 – 12:00,星期三: 04:00 – 12:00,星期四: 04:00 – 12:00,星期五: 04:00 – 12:00,星期六: 04:00 – 12:00,星期日: 04:00 – 12:00,,https://maps.google.com/?cid=1450630933478866125,1,
老赤崁，新美食,23147台灣新北市新店區光明街43-1號,4.1,416,24.9598232,121.5385739,+886 2 8914 5185,"星期一: 11:00 – 14:30, 17:00 – 20:00","星期二: 11:00 – 14:30, 17:00 – 20:00",星期三: 休息,"星期四: 11:00 – 14:30, 17:00 – 20:00","星期五: 11:00 – 14:30, 17:00 – 20:00","星期六: 11:00 – 14:30, 17:00 – 20:00","星期日: 11:00 – 14:30, 17:00 – 20:00",,https://maps.google.com/?cid=11267693294657615303,1,
秀子早餐店,231台灣新北市新店區新生街14號,4.5,44,24.966276,121.540082,+886 2 2915 4580,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 休息,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,https://maps.google.com/?cid=16212801004770410205,1,
景美祖傳牛肉麵,116台灣台北市文山區景文街133號,4,205,24.9901376,121.5411609,+886 932 395 806,星期一: 11:00 – 20:30,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 11:00 – 20:30,,https://maps.google.com/?cid=11307980680313976411,,
新烏一9小吃,231台灣新北市新店區新烏路一段9號,,,24.951602,121.547365,,星期一: 休息,星期二: 24 小時營業,星期三: 24 小時營業,星期四: 24 小時營業,星期五: 24 小時營業,星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=12150427973963528204,,
