,Name,Address,Rating,Rating_str,User Ratings Total,Latitude,Longitude,distance(km),distance_group,Phone,price,rating_trip,type,user_number_trip,users,rating_score,popularity,distance_score
2601,想 陽明山,111台灣台北市士林區光華路30號,4.3,4.3,3146,25.1369538,121.5423026,16.95808194,4,+886 2 2862 6628,,4.5,咖啡廳,2,3148,86,96,50
2602,立可康餐廳,105台灣台北市松山區民權東路三段160巷19弄4號,4.3,4.3,242,25.060219,121.547631,8.580215023,2,+886 2 2546 8597,,0,咖啡廳,0,242,86,46,80
2603,Plants,106台灣台北市大安區復興南路一段253巷10號,4.4,4.4,1024,25.0367176,121.5442241,6.354417235,1,+886 2 2784 5677,,4.5,咖啡廳,29,1053,88,82,80
2604,霞飛驛歐法西餐,106台灣台北市大安區新生南路三段60巷8號,4.2,4.2,1225,25.0200278,121.5334694,5.63821411,1,+886 2 2363 3663,$300-750,4.5,法式料理,4,1229,84,85,90
2605,洋蔥 天母店,111台灣台北市士林區忠誠路二段132號,3.8,3.8,1249,25.114215,121.5320518,14.77115253,4,+886 2 2877 2591,$300-750,3,法式料理,22,1271,75,85,60
2606,如星閣‧康師傅法式餐廳,114台灣台北市內湖區金湖路28號,4,4,186,25.0829779,121.5964119,10.79060731,3,+886 2 2790 5229,$300-750,0,法式料理,0,186,80,40,70
2607,Tierra Casa Restaurant-台北內湖西餐廳 在地食材創意料理 價格訂位推薦 義式法式料理 2023人氣必吃美食 精品茶葉咖啡 聚餐親子餐廳 PTT Dcard,114台灣台北市內湖區金龍路177號,4.6,4.6,295,25.086785,121.588648,11.09358294,3,+886 2 2794 1193,$300-750,0,法式料理,0,295,92,52,70
2608,草莓村法式早午餐,231台灣新北市新店區安康路三段269號,3.7,3.7,64,24.951707,121.486473,9.915453131,3,+886 2 2214 3099,,0,法式料理,0,64,74,18,70
2609,Na'vi Garden Restaurant,111台灣台北市士林區仰德大道三段250巷11弄51號,4,4,418,25.1313373,121.5497369,16.2058084,4,+886 2 2861 5800,$300-750,4,法式料理,26,444,80,62,50
2610,FACILE 法斯樂,114台灣台北市內湖區大湖山莊街209號,4.5,4.5,290,25.0883799,121.6002386,11.45557612,3,+886 983 853 916,,4.5,法式料理,2,292,90,51,70
2611,隨主飡法式水煮專賣(DGI餐盒)-台北|內湖店|外帶|外送,"號1樓, No. 16內湖路一段323巷4弄內湖區台北市台灣 114",4.3,4.3,166,25.082733,121.5675193,10.61404905,3,+886 986 879 968,,0,法式料理,0,166,86,37,70
2612,隨主飡法式水煮專賣(DGI餐盒)-東湖店,114台灣台北市內湖區東湖路24號,4.3,4.3,341,25.0687454,121.6127833,9.732448972,3,+886 958 768 319,,0,法式料理,0,341,86,55,70
2613,布查花園法式料理,112台灣台北市北投區立農街二段155號活動中心5樓,4.1,4.1,620,25.1216097,121.5143191,16.16162088,4,+886 2 2820 9920,,0,法式料理,0,620,82,70,50
2614,越福 越南法式麵包,"No. 3 號, 永平路180巷永和區新北市台灣 234",5,5,8,25.0094469,121.5107375,7.058126444,2,+886 976 380 883,,0,法式料理,0,8,100,2,80
2615,北投老爺酒店 純‧法式餐廳,112台灣台北市北投區中和街2號,5,5,1,25.137558,121.503699,18.21326906,4,+886 2 2896 6966#8385,,0,法式料理,0,1,100,0,40
2616,馨亞法式小酒館 Bistro Le Jardin,111台灣台北市士林區天母東路80號一樓,4.6,4.6,304,25.1180378,121.5353524,15.08199652,4,+886 2 2877 1178,,0,法式料理,0,304,92,52,50
2617,LOPFAIT 樂斐,104台灣台北市中山區敬業二路199號4樓,4.6,4.6,187,25.0843556,121.5541783,10.98849005,3,+886 2 8502 5599,,0,法式料理,0,187,92,40,70
2618,le beaujour 芃卓法式餐廳,104台灣台北市中山區南京東路二段118號,4.6,4.6,171,25.0518577,121.5325861,8.402060539,2,+886 2 2567 2218,,0,法式料理,0,171,92,38,80
2619,巴賽麗廳 La Brasserie,10491台灣台北市中山區民權東路二段41號,4.5,4.5,871,25.0627962,121.5298826,9.588087922,3,+886 2 2597 1234,$750-1350,0,法式料理,0,871,90,78,70
2620,（阿餅）哲來折趣法式可麗餅,"No, No. 136三和路二段三重區新北市台灣 241",4,4,84,25.0681107,121.4997122,11.83035743,3,+886 926 506 197,,0,法式料理,0,84,80,23,70
2621,貝式邏輯 法式烘焙,10491台灣台北市中山區南京東路二段21巷21號,4.3,4.3,151,25.0529262,121.5288409,8.705634986,2,+886 2 2511 0806,$300-750,0,法式料理,0,151,86,35,80
2622,樂法式手作甜點_ lè hōngbèi,241台灣新北市三重區中寮街86號 號,5,5,33,25.058123,121.4932578,11.48060783,3,+886 983 682 696,,0,法式料理,0,33,100,9,70
2623,Petit France 小法國餐館,100台灣台北市中正區青島東路21-4號1樓,4.6,4.6,1067,25.0438525,121.5241585,8.17988817,2,+886 2 3322 3955,$300-750,4.5,法式料理,7,1074,91,82,80
2624,F2 法式甜點,104台灣台北市中山區民權西路70巷15號,4.6,4.6,108,25.0622677,121.5198632,10.07254996,3,+886 2 2511 9550,,0,法式料理,0,108,92,27,70
2625,法國的秘密甜點 微風北車店,10041台灣台北市中正區北平西路3號,4.4,4.4,402,25.0475731,121.5170063,8.965260927,2,+886 2 2311 8990,,0,法式料理,0,402,88,60,80
2626,AM 藝食巴黎 法式私廚(全預訂制）,10552台灣台北市松山區敦化北路50巷20號1樓,4.7,4.7,178,25.0507967,121.5476598,7.601805976,2,+886 2 2778 0667,,4.5,法式料理,2,180,93,39,80
2627,艾菲爾法式可麗餅專賣店 Uber eats正式上線嘍,"108台灣台北市萬華區中華路一段114巷 4之9號, 號旁",3.9,3.9,96,25.0438665,121.5077665,9.331822093,3,+886 963 970 513,$1-300,0,法式料理,0,96,78,25,70
2628,雅培米堤法式烘焙 台北站前店(西三門),100台灣台北市中正區北平西路3號西3門,4.9,4.9,118,25.047702,121.5173735,8.951249668,2,+886 2 2531 1221,,0,法式料理,0,118,98,29,80
2629,Aposo 艾波索 法式甜點 微風北車店,"1樓, No. 3號北平西路中正區台北市台灣 100",4.7,4.7,147,25.047702,121.5173735,8.951249668,2,+886 2 2314 0338,,0,法式料理,0,147,94,34,80
2630,隨主飡法式水煮專賣(DGI餐盒)-(東湖店繼續為您服務),100台灣台北市中正區南陽街8號,4.6,4.6,210,25.0452276,121.5160061,8.84229991,2,+886 966 311 079,,0,法式料理,0,210,92,43,80
2631,雅培米堤法式烘焙 台北民生店,104台灣台北市中山區民生東路二段97號,4.7,4.7,695,25.0580821,121.531176,9.068453472,2,+886 2 2531 1221,$300-750,0,法式料理,0,695,94,73,70
2632,在室。甜點｜En vie Pâtisserie /聖多諾黑,10491台灣台北市中山區新生北路二段149巷26號,4.6,4.6,457,25.0619909,121.5285078,9.579314576,3,+886 2 2562 7865,$300-750,0,法式料理,0,457,92,63,70
2633,Oui 56 法式鐵板燒,10491台灣台北市中山區民權東路三段56號,4.4,4.4,504,25.0620828,121.5419857,8.980078178,2,+886 2 2506 9979,$1350~,4.5,法式料理,11,515,88,66,80
2634,布查花園法式料理 金華,106台灣台北市大安區金華街199巷1弄1號,4.2,4.2,848,25.0303821,121.5281753,6.805991059,2,+886 2 2395 9572,$300-750,4.5,法式料理,15,863,84,78,80
2635,Le Flam 樂芙坊,111台灣台北市士林區前港街6號,4.5,4.5,967,25.0846563,121.5230568,12.0583443,3,+886 2 2883 8782,$300-750,5,法式料理,14,981,90,80,60
2636,1789 Café Pâtisserie 法式甜點 忠孝店,106台灣台北市大安區忠孝東路三段217巷4弄10號,4.5,4.5,680,25.042785,121.5402733,7.137731479,2,+886 2 2772 5889,$300-750,0,法式料理,0,680,90,72,80
2637,長春藤法式餐廳,106台灣台北市大安區永康街2巷11號,4.3,4.3,293,25.033262,121.529283,6.956552643,2,+886 2 2392 7533,$300-750,4,法式料理,5,298,85,52,80
2638,法式派翠克餐廳,106台灣台北市大安區四維路42號,4.5,4.5,500,25.035639,121.5480613,6.059509544,1,+886 2 2707 9586,$750-1350,4.5,法式料理,27,527,90,66,80
2639,JillBridal 吉兒法式手工婚紗,10461台灣台北市中山區中山北路三段32號5樓,4.9,4.9,285,25.0655222,121.5220381,10.2537934,3,+886 2 2599 2355,,0,法式料理,0,285,98,51,70
2640,LA BOUTIQUE de Joël Robuchon Taipei侯布雄法式精品甜點,106台灣台北市大安區忠孝東路三段300號B3,4.3,4.3,125,25.041211,121.5432512,6.83593883,2,+886 2 2711 5128,,0,法式料理,0,125,86,31,80
2641,Le Partage 樂享小法廚,106台灣台北市大安區安和路一段90巷35號,4.1,4.1,709,25.0347975,121.5503521,5.870039669,1,+886 2 2708 2085,$300-750,4,法式料理,8,717,81,73,90
2642,法國的秘密甜點 大安店,106台灣台北市大安區大安路一段16巷2號,4.3,4.3,969,25.0443065,121.5460992,7.007792491,2,+886 2 2772 2885,$750-1350,0,法式料理,0,969,86,80,80
2643,皮耶先生•手作烘焙 晴光店,104台灣台北市中山區雙城街10巷13-6號近捷運中山國小站1號出口晴光紅豆餅後方,4.5,4.5,106,25.0642243,121.5240087,10.02604235,3,+886 927 870 093,,0,法式料理,0,106,90,27,70
2644,1789 Café Pâtisserie 法式甜點 仁愛店,100台灣台北市中正區仁愛路二段97-1號,4.3,4.3,512,25.0384276,121.5321217,7.204967967,2,+886 2 3322 2089,$300-750,4,法式料理,10,522,85,66,80
2645,雅培米堤法式烘焙 臺大醫院門市,"B1, 全家便利商店 臺大醫院店內雅培米堤櫃位No. 7號中山南路中正區台北市台灣 100",4.8,4.8,19,25.0402741,121.5191591,8.225728952,2,+886 2 2531 1221,,0,法式料理,0,19,96,6,80
2646,蘆卡樹法式小館,220台灣新北市板橋區吳鳳路15號,4.8,4.8,1225,25.0302965,121.4677935,11.93822195,3,+886 2 2250 0278,,0,法式料理,0,1225,96,85,70
2647,樂朗奇法式手工喜餅,106台灣台北市大安區仁愛路三段7-3號1樓,4.8,4.8,182,25.0384018,121.533703,7.104877026,2,+886 2 2778 0810,,0,法式料理,0,182,96,39,80
2648,La fossette 老法的酒窩 法式甜點,106台灣台北市大安區和平東路二段157號,4.9,4.9,547,25.0253415,121.5413949,5.486878601,1,+886 922 440 381,$300-750,0,法式料理,0,547,98,67,90
2649,Salle d'Antoine安東法式料理｜台北法式餐廳,105台灣台北市松山區敦化北路167號B1,4.5,4.5,37,25.0547646,121.5494174,7.948715315,2,+886 2 7707 6789,,4,法式料理,34,71,85,20,80
2650,L’ATELIER de Joël Robuchon侯布雄法式餐廳,110台灣台北市信義區松仁路28號5樓,4.2,4.2,1850,25.0398624,121.5676195,5.876982841,1,+886 2 8729 2628,$1350~,0,法式料理,0,1850,84,91,90
2651,GIVE ME PIE,10491台灣台北市中山區松江路97巷12號,4.5,4.5,406,25.0508716,121.5341316,8.227179685,2,+886 2 2517 9091,$300-750,5,法式料理,2,408,90,60,80
2652,法布甜法式伴手禮 台北火車站捷運專櫃 | 伴手禮 | 鳳梨酥 | 檸檬塔 (近M4),100230台灣台北市中正區忠孝西路一段49號b1(近M4,5,5,4,25.0465213,121.5172446,8.862469352,2,+886 2 2388 1993,,0,法式料理,0,4,100,1,80
2653,BonBlack黑洞蒔司｜法式可麗餅專賣店｜法國藍帶主廚特製食譜｜夜間創意調酒｜全台唯一oligo寡醣珍奶使用店｜喝不胖珍珠奶茶,106台灣台北市大安區永康街31巷12弄1號,4.6,4.6,92,25.0311389,121.529985,6.736882205,2,+886 2 2322 2333,,0,法式料理,0,92,92,25,80
2654,艾蜜莉の法式布蕾 L’Atelier la Crème Brûlée chez Amélie,106台灣台北市大安區泰順街60巷27號,4.6,4.6,498,25.0226189,121.529457,6.133416801,1,+886 939 333 402,$1-300,5,法式料理,2,500,92,65,80
2655,de nuit,106台灣台北市大安區信義路四段175號,4.7,4.7,254,25.0334883,121.5505407,5.731637775,1,+886 2 2700 1958,,0,法式料理,0,254,94,48,90
2656,原味起點法式烘焙坊(預訂/自取/宅配),241台灣新北市三重區三和路四段145巷160號,4.7,4.7,232,25.0794815,121.4882231,13.54372153,4,+886 2 2286 9868,$300-750,0,法式料理,0,232,94,45,60
2657,Gelovery Gift 蒟若妮頂級法式甜點店 （大安店）,106台灣台北市大安區大安路一段51巷27號,4.8,4.8,1547,25.0431959,121.5474263,6.838589435,2,+886 2 2731 7862,,0,法式料理,0,1547,96,88,80
2658,Aux Champs Sur Marne 馬恩田園,105台灣台北市松山區興安街161號,4.6,4.6,334,25.0561932,121.5456645,8.233236507,2,+886 2 2547 2423,,4.5,法式料理,20,354,91,57,80
2659,丹麥之屋法式西點麵包-龍江總店,104台灣台北市中山區龍江路98號,4.1,4.1,1161,25.0524566,121.5403045,8.079095951,2,+886 2 2518 9036,$300-750,4,法式料理,14,1175,81,84,80
2660,爸拿那法式薄餅,100台灣台北市中正區羅斯福路三段14號,4.4,4.4,181,25.0231809,121.5249802,6.526125086,2,+886 935 888 851,,0,法式料理,0,181,88,39,80
2661,珠寶盒法式點心坊 師大麗水店,106台灣台北市大安區麗水街33巷19之1號,4.3,4.3,1090,25.0280462,121.529911,6.499739541,1,+886 2 3322 2461,$750-1350,0,法式料理,0,1090,86,83,80
2662,WUnique Pâtisserie 吳一無二法式甜點,106台灣台北市大安區安和路二段184巷6號,4.2,4.2,1096,25.024975,121.549911,4.942612994,1,+886 2 2737 1707,$300-750,4.5,法式料理,27,1123,84,83,90
2663,Le Puzzle Creperie & Bar 法式薄餅小酒館,220台灣新北市板橋區文化路一段285巷2弄11號,4.6,4.6,663,25.0193394,121.4643901,11.83584004,3,+886 2 2252 2242,$300-750,0,法式料理,0,663,92,72,70
2664,Creperie 法式可麗餅,110台灣台北市信義區信義連通空橋,3.8,3.8,215,25.0384896,121.5670051,5.736171584,1,+886 2 2729 5818,,4.5,法式料理,12,227,76,45,90
2665,OOH LA LOVE 頂級法式手工喜餅 | Future Salon ‧ 台北旗艦店,106台灣台北市大安區忠孝東路四段216巷33弄14號,4.8,4.8,666,25.0392882,121.5536747,6.18806657,1,+886 2 2731 8555,$750-1350,0,法式料理,0,666,96,72,80
2666,森林善意廚房Kitchen of kindness松江店/法式餐盒/低溫烹調/燉肉料理/健康餐盒,104台灣台北市中山區伊通街66巷5之3號,4.9,4.9,239,25.0526383,121.5341708,8.393697711,2,+886 901 055 850,,0,法式料理,0,239,98,46,80
2667,法點法食FADENFASAï - 手工甜點法式鹹派專賣店,100台灣台北市中正區汀州路三段210號1樓,4.6,4.6,502,25.0120498,121.5355277,4.942581834,1,+886 2 2368 9590,$300-750,4,法式料理,6,508,91,65,90
2668,某某 Quelques Pâtisseries(法式甜點外帶店),106台灣台北市大安區仁愛路四段345巷4弄7號,4.4,4.4,1614,25.0390421,121.5535476,6.167464728,1,+886 2 2711 1102,$300-750,0,法式料理,0,1614,88,89,80
2669,La cuisine Bourgeoise 布爾喬亞,10491台灣台北市中山區北安路621巷6弄21號,4.3,4.3,403,25.0826718,121.5477315,10.95893667,3,+886 2 2532 8125,$300-750,0,法式料理,0,403,86,60,70
2670,Bon Jour 請慢用 法國小皇后,105台灣台北市松山區南京東路五段23巷6弄25號1樓,4.6,4.6,592,25.0522353,121.5589785,7.398057685,2,+886 2 2768 7356,$300-750,0,法式料理,0,592,92,69,80
2671,Aposo 艾波索 法式甜點 南京光復店,105台灣台北市松山區南京東路四段164號,4.8,4.8,342,25.0513142,121.5566605,7.358645239,2,+886 2 2578 2001,,0,法式料理,0,342,96,55,80
2672,Escape from Paris 芙芙法式甜點,11493台灣台北市內湖區內湖路一段388號2樓,4.2,4.2,423,25.0808288,121.5723865,10.37193463,3,+886 2 2627 5232,,0,法式料理,0,423,84,61,70
2673,唯諾法式婚紗禮服,10462台灣台北市中山區大直街34巷28號,4.7,4.7,91,25.081591,121.5452988,10.91117035,3,+886 2 2532 9595,,0,法式料理,0,91,94,24,70
2674,JE Kitchen,106台灣台北市大安區光復南路346巷48號1樓,4.4,4.4,732,25.0385039,121.5560491,6.021147776,1,+886 2 2741 7115,$750-1350,0,法式料理,0,732,88,74,80
2675,PAP'S Le petit Bistrot,111台灣台北市士林區忠誠路二段154巷5號1樓,4.7,4.7,225,25.1151138,121.5324486,14.85442589,4,+886 912 701 156,$300-750,0,法式料理,0,225,94,44,60
2676,SALON DE THE de Joël Robuchon 侯布雄法式茶點沙龍,"3樓, No. 28號松仁路信義區台北市台灣 110",4,4,13,25.0394872,121.5679632,5.830539704,1,+886 2 8729 2626,,4,法式料理,65,78,80,22,90
2677,朱里昂法式廚房,111台灣台北市士林區國泰街三號,4.1,4.1,1255,25.1361012,121.5431953,16.84712958,4,+886 2 2365 3731,$300-750,4,法式料理,3,1258,81,85,50
2678,Doublé L pâtisserie都伯列法式烘焙工作室,110台灣台北市信義區松智路38號,4.4,4.4,202,25.0298406,121.5651908,4.830489374,1,+886 2 2758 1861,$300-750,0,法式料理,0,202,88,42,90
2679,駱師傅法式冰淇淋之家,110台灣台北市信義區永吉路30巷101弄10號,4.2,4.2,260,25.0434256,121.5692561,6.247433874,1,+886 2 2766 0108,$300-750,0,法式料理,0,260,84,48,80
2680,J&R義法,106台灣台北市大安區忠孝東路三段251巷13弄2號1樓,4.7,4.7,839,25.0438243,121.541724,7.164639177,2,+886 2 2778 8701,$300-750,0,法式料理,0,839,94,77,80
2681,PINEDE彼內朵 忠孝店,106台灣台北市大安區忠孝東路三段244號,4.1,4.1,611,25.041435,121.5410907,6.966624688,2,+886 2 2740 0101,$300-750,4,法式料理,13,624,81,70,80
2682,森林善意廚房Kitchen of kindness內湖瑞光店/法式餐盒/低溫烹調/燉肉料理/健康餐盒,114台灣台北市內湖區瑞光路279號,4.9,4.9,79,25.075518,121.576743,9.773124085,3,+886 971 055 850,,0,法式料理,0,79,98,22,70
2683,丹麥之屋法式西點麵包-忠孝店,110台灣台北市信義區忠孝東路五段372巷29弄1號,4.1,4.1,220,25.0389879,121.5741894,5.715897361,1,+886 2 2345 4616,$300-750,0,法式料理,0,220,82,44,90
2684,PAUL 內湖店,114台灣台北市內湖區洲子街75號1F,4,4,893,25.0800761,121.571621,10.29170515,3,+886 2 2656 0669,$300-750,0,法式料理,0,893,80,79,70
2685,Fogant-內湖法式餐廳|法式料理|高級餐廳|人氣餐廳|熱門餐廳|特色餐廳,114台灣台北市內湖區民權東路六段200號1樓,4.8,4.8,87,25.0682639,121.5953621,9.165543217,3,+886 2 8791 0288,,0,法式料理,0,87,96,24,70
2686,MiraWan Eatery,110台灣台北市信義區松智路17號47樓,4.2,4.2,619,25.0344484,121.5671259,5.291458877,1,+886 2 2345 5222,,4.5,法式料理,11,630,84,71,90
2687,蒙娜麗莎法式美甲美學,10491台灣台北市中山區八德路二段325號2樓,5,5,57,25.0475257,121.5431345,7.46115892,2,+886 2 2776 1066,,0,法式料理,0,57,100,17,80
2688,Gelovery Gift 蒟若妮頂級法式甜點店(信義店),110台灣台北市信義區松壽路22號,4.2,4.2,112,25.0355075,121.5677738,5.396342968,1,+886 2 2723 9816,,0,法式料理,0,112,84,28,90
2689,饕客法式脆薄餅,106台灣台北市大安區臨江街26號,4.4,4.4,35,25.0295268,121.556504,5.076387323,1,+886 958 658 866,,0,法式料理,0,35,88,10,90
2690,Ephernité,106台灣台北市大安區安和路二段233號,4.3,4.3,385,25.025144,121.550315,4.936526652,1,+886 2 2732 0732,,0,法式料理,0,385,86,58,90
2692,珠寶盒法式點心坊 遠企安和店,106台灣台北市大安區安和路二段209巷10號,4.2,4.2,539,25.0262828,121.5507905,5.019079884,1,+886 2 2739 6777,$300-750,0,法式料理,0,539,84,67,90
2693,8anana's b法式早午餐,100台灣台北市中正區羅斯福路三段14號,4.5,4.5,88,25.0231809,121.5249802,6.526125086,2,+886 935 888 851,,0,法式料理,0,88,90,24,80
2694,Goody Pâtisserie 古迪法式甜點,110台灣台北市信義區崇德街38巷30號1樓,5,5,195,25.0233784,121.5542988,4.562010453,1,+886 966 510 820,,0,法式料理,0,195,100,41,90
2695,安蓓兒法式甜點工作室 Pâtisserie Ambre,10662台灣台北市大安區復興南路二段329號,5,5,2,25.0237269,121.54367,5.202170689,1,+886 937 552 363,,0,法式料理,0,2,100,0,90
2696,Le Goûter 嚐嚐,106台灣台北市大安區敦化南路二段11巷34號,4.4,4.4,28,25.0325038,121.5506535,5.629195059,1,+886 966 216 690,,0,法式料理,0,28,88,8,90
2697,外燴王 食尚法式外燴 (信義店),106台灣台北市大安區信義路四段265巷31弄7號7樓之3,5,5,2,25.0335556,121.5444289,6.044017111,1,+886 953 077 031,,0,法式料理,0,2,100,0,80
2698,珠寶盒法式點心坊 信義穀倉店,110台灣台北市信義區莊敬路239巷1弄1號,4.4,4.4,365,25.02983,121.5624886,4.900781203,1,+886 2 2720 4555,$300-750,0,法式料理,0,365,88,57,90
2699,瑪德蓮小酒館,100台灣台北市中正區汀州路三段192號B1,4.2,4.2,569,25.0127395,121.5347821,5.047542612,1,+886 2 2365 5980,$300-750,0,法式料理,0,569,84,68,90
2700,Gontran Cherrier 台北忠孝旗艦店,106台灣台北市大安區忠孝東路四段297號,4.2,4.2,1010,25.0415773,121.5551631,6.372885234,1,+886 2 2779 5002,$750-1350,0,法式料理,0,1010,84,81,80
2701,Felicitas Pâtissérie 精品蛋糕-法式甜點店,106台灣台北市大安區新生南路三段56巷6號,3.8,3.8,214,25.0203863,121.533498,5.661558666,1,+886 2 2365 6820,,0,法式料理,0,214,76,43,90
2702,CUPETIT 卡柏蒂精品甜點,106台灣台北市大安區瑞安街23巷2號,4.9,4.9,2261,25.030911,121.544055,5.81877934,1,+886 2 5578 7668,$300-750,0,法式料理,0,2261,98,94,90
2703,畬室法式巧克力甜點創作 YU CHOCOLATIER,106台灣台北市大安區仁愛路四段112巷3弄10號,4.6,4.6,1412,25.0370159,121.5500848,6.103154257,1,+886 2 2701 0792,,0,法式料理,0,1412,92,87,80
2704,蕾絲娃娃法式手工婚紗攝影,106097台灣台北市大安區瑞安街23巷18號,4.5,4.5,359,25.030962,121.5448232,5.780357361,1,+886 2 2587 5158,,0,法式料理,0,359,90,57,90
2705,Lazy徠集手工法式甜點公館店,106台灣台北市大安區羅斯福路三段345號,4.4,4.4,25,25.0168342,121.532618,5.487148227,1,+886 923 382 624,,0,法式料理,0,25,88,7,90
2706,OuiOui說好 法式甜點,116台灣台北市文山區汀州路四段144號,4.7,4.7,64,25.0050362,121.5356453,4.550236008,1,+886 970 575 144,,0,法式料理,0,64,94,18,90
2707,阿諾可麗餅,106台灣台北市大安區師大路39巷1號,3.9,3.9,794,25.0248464,121.5289273,6.333737973,1,+886 2 2369 5151,,4,法式料理,12,806,78,76,80
2708,艾蜜麗美味廚房（低鹽，低脂，低油）法式健康餐,106台灣台北市大安區通化街171巷16號,4.7,4.7,50,25.0278366,121.5543392,4.99807758,1,+886 2 2756 3832,,0,法式料理,0,50,94,15,90
2709,ÎLE 島嶼法式海鮮,116台灣台北市文山區一壽街16號,4.4,4.4,187,24.9799939,121.5564306,2.194148515,1,+886 2 8661 0257,,0,法式料理,0,187,88,40,100
2710,棋盤角法式甜點,116台灣台北市文山區興隆路三段192巷2弄3號1樓,4.8,4.8,300,24.9979814,121.5582305,2.172101548,1,+886 2 2230 6359,$300-750,0,法式料理,0,300,96,52,100
2711,Lazy Pâtisserie 徠集 手工法式甜點 (木柵店),116台灣台北市文山區木新路三段74巷8弄1號,4.3,4.3,175,24.983007,121.563402,1.417069878,1,+886 916 328 752,$1-300,0,法式料理,0,175,86,38,100
2712,法式微笑車輪餅-木柵店,116台灣台北市文山區興隆路四段205號,4,4,62,24.9829387,121.5624264,1.511735342,1,+886 903 252 260,,0,法式料理,0,62,80,18,100
2713,Léonievan1902 法式甜點,116台灣台北市文山區溪口街28巷3號,5,5,14,24.9950189,121.5402539,3.744915146,1,+886 983 156 590,,0,法式料理,0,14,100,4,90
2714,可麗餅,116台灣台北市文山區台北市文山區,4.5,4.5,104,24.987615,121.576687,0.018330638,1,+886 917 686 998,$1-300,0,法式料理,0,104,90,27,100
2715,外燴王 食尚法式外燴 (興隆店),116台灣台北市文山區興隆路二段203巷151號2F,5,5,15,25.000866,121.549637,3.082169037,1,+886 953 077 031,,0,法式料理,0,15,100,4,90
2716,île to gold pâtisserie 島嶼甜點店,116台灣台北市文山區一壽街6號,4.3,4.3,31,24.9802398,121.5564153,2.185144791,1,+886 2 2938 2057,,0,法式料理,0,31,86,9,100
2717,紅牛屋,116台灣台北市文山區木柵路三段48巷1弄3號,4.4,4.4,307,24.98776,121.5652918,1.130299524,1,+886 2 8661 9422,$750-1350,4,法式料理,6,313,87,53,100
2718,萬華寶興街無名越南法式麵包,108台灣台北市萬華區寶興街41號,5,5,24,25.0274781,121.4933436,9.479749548,3,+886 932 302 433,,0,法式料理,0,24,100,7,70
2719,樹慢扭法式甜點 C'est Manuel,234台灣新北市永和區文化路90巷24號,4.8,4.8,141,25.0162772,121.5139345,7.064716946,2,+886 2 2233 1987,,0,法式料理,0,141,96,33,80
2720,外燴王 食尚法式外燴 (民治店),220台灣新北市板橋區民治街52巷16號3樓,5,5,9,25.0331049,121.4789825,11.05204198,3,+886 953 077 031,,0,法式料理,0,9,100,2,70
2721,"FRENCH TOAST FACTORY 府中旗艦店(早午餐,舒芙蕾,法式吐司）",220台灣新北市板橋區府後街7號,4.2,4.2,1046,25.0103473,121.4589113,12.11719036,4,+886 2 8969 8111,$300-750,0,法式料理,0,1046,84,81,60
2722,伊貝莎法式烘焙坊,234台灣新北市永和區中和路625號,4.1,4.1,167,25.0049374,121.5129391,6.689162986,2,+886 2 8923 9860,,0,法式料理,0,167,82,37,80
2723,吉田法式鐵板燒,220台灣新北市板桥区文化路二段124巷4號1F,4.3,4.3,407,25.0259543,121.4703417,11.51592318,3,+886 2 8259 6285,$750-1350,0,法式料理,0,407,86,60,70
2724,LHK Doux Cadeau 法式燕窩甜品專賣店 環球中和店,235台灣新北市中和區中山路三段122號星巴克旁1樓,5,5,38,25.0069482,121.4748275,10.46983692,3,+886 2 8226 6989,,0,法式料理,0,38,100,11,70
2725,奕心手作烘焙坊 肉桂捲 法式牛扎糖 西點餐盒 夏威夷豆塔 吐司 焦糖布丁 小餅乾 蛋黃酥 咖喱肉脯酥 彌月蛋糕 手作教學,220台灣新北市板橋區長江路三段108號1樓,4.8,4.8,9,25.0342973,121.4749396,11.47511786,3,+886 953 595 150,,0,法式料理,0,9,96,2,70
2726,原味季節法式烘焙,235台灣新北市中和區員山路150之3號,4.8,4.8,14,24.9973327,121.4813279,9.652823322,3,+886 2 2223 5919,,0,法式料理,0,14,96,4,70
2727,稻町森法式甜點舖,220台灣新北市板橋區貴興路86號,4.3,4.3,760,25.0028497,121.4560605,12.25600944,4,+886 2 2958 8806,$300-750,0,法式料理,0,760,86,75,60
2728,Aposo 艾波索 法式甜點 永和永安店,234台灣新北市永和區中和路469號,4.7,4.7,178,25.0017362,121.5100911,6.874754296,2,+886 2 8921 2002,,0,法式料理,0,178,94,39,80
2729,AMANDIER鑽鎰實業有限公司(雅蒙蒂文創烘焙禮品),235台灣新北市中和區中山路二段351號 5號樓之8,3.8,3.8,21,25.0031074,121.4906619,8.820978437,2,+886 2 2223 0933,,0,法式料理,0,21,76,6,80
2730,Paul 法國麵包甜點沙龍,106台灣台北市大安區仁愛路四段107號1F,4,4,1917,25.0384059,121.5497781,6.255834657,1,+886 2 2771 3200,$300-750,4,法式料理,85,2002,80,92,80
2731,L.C Française 法租界,106台灣台北市大安區敦化南路一段187巷45-2號,4.4,4.4,368,25.0427854,121.5514191,6.633883194,2,+886 965 515 181,,0,法式料理,0,368,88,57,80
2732,外燴王 食尚法式外燴(莊敬店),110台灣台北市信義區莊敬路373號,5,5,15,25.0277639,121.5650663,4.609541995,1,+886 953 077 031,,0,法式料理,0,15,100,4,90
