,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,Unnamed: 17,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
1143,越嶺休閒農園,23151台灣新北市新店區銀河路88-1號,4.3,325,24.9637641,121.5825881,+886 2 2217 6880,星期一: 休息,星期二: 10:00 – 17:00,星期三: 10:00 – 17:00,星期四: 10:00 – 17:00,星期五: 10:00 – 17:00,星期六: 10:00 – 17:00,星期日: 10:00 – 17:00,,https://maps.google.com/?cid=15467585193698453206,2,,,,,,0,,0
1144,迺乾茶莊,116台灣台北市文山區指南路三段38巷37號,4.5,107,24.9686888,121.5918065,+886 2 2234 3399,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=17831096406719586004,,, 貓空迺乾茶莊,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d23129805-Reviews-NaiCian_Tea_House-Wenshan_Taipei.html,"台灣 文山台北 No. 37, Ln. 38, Sec. 3, Zhinan Rd.",+886 2 2234 3399,0,,0
1145,貓空清泉廣場 - 附設兒童遊戲室,116台灣台北市文山區指南路三段38巷33之1號對面山坡,4.3,384,24.9669094,121.5911331,+886 2 2938 3222,星期一: 休息,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 21:00,星期日: 11:00 – 20:30,,https://maps.google.com/?cid=7277167353520018268,2,,,,,,0,,0
1146,素顏齋房,231台灣新北市新店區北宜路三段62號,4.4,57,24.951199,121.574859,+886 2 2217 5606,星期一: 休息,星期二: 12:00 – 15:00,星期三: 12:00 – 15:00,星期四: 12:00 – 15:00,星期五: 12:00 – 15:00,星期六: 12:00 – 15:00,星期日: 12:00 – 15:00,TRUE,https://maps.google.com/?cid=16210115298695215650,,,,,,,0,,0
1147,MingBo's Tea Farm,116台灣台北市文山區指南路三段157巷185號,,,24.9788921,121.5912761,+886 2 2937 8179,星期一: 11:30 – 20:00,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 11:30 – 20:00,星期日: 11:30 – 20:00,,https://maps.google.com/?cid=8330917194395341098,,,,,,,0,,0
1148,慈音山莊｜慈音休閒,116台灣台北市文山區老泉街26巷11號,4.2,503,24.9662128,121.5662832,+886 2 2937 5256,星期一: 11:00 – 17:00,星期二: 11:00 – 17:00,星期三: 休息,星期四: 11:00 – 17:00,星期五: 11:00 – 17:00,星期六: 11:00 – 18:00,星期日: 11:00 – 18:00,TRUE,https://maps.google.com/?cid=18099691409434421373,2,,,,,,0,,0
1149,至德素食糕餅,116台灣台北市文山區指南路三段38巷37之2號,4.4,49,24.9703743,121.5921612,+886 2 2937 9250,星期一: 休息,星期二: 08:00 – 18:00,星期三: 08:00 – 18:00,星期四: 08:00 – 18:00,星期五: 08:00 – 18:00,星期六: 08:00 – 18:00,星期日: 08:00 – 18:00,TRUE,https://maps.google.com/?cid=17434837637707735100,,,,,,,0,,0
1150,貓空 四爺,116台灣台北市文山區指南路三段38巷16-2號,3.8,1109,24.969037,121.587659,+886 2 2234 0140,星期一: 10:30 – 22:00,星期二: 10:30 – 22:00,星期三: 10:30 – 22:00,星期四: 10:30 – 22:00,星期五: 10:30 – 22:00,星期六: 10:30 – 22:00,星期日: 10:30 – 22:00,,https://maps.google.com/?cid=1999131642225479669,2,, 四爺,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d17623462-Reviews-Shi_Ye_Tea_House-Wenshan_Taipei.html,台灣 文山台北 指南路三段38巷16-2号,+886 2 2234 0140,5,,1
1151,漢堡王 Burger King 木新店,116台灣台北市文山區木新路三段109號,4.6,472,24.9819804,121.5624664,+886 2 2936 1398,星期一: 10:00 – 22:00,星期二: 10:00 – 22:00,星期三: 10:00 – 22:00,星期四: 10:00 – 22:00,星期五: 10:00 – 22:00,星期六: 10:00 – 22:00,星期日: 10:00 – 22:00,,https://maps.google.com/?cid=16710436684227010547,2,,,,,,0,,0
1152,真好味烤鴨莊-木柵外帶外送美食 網購宅配午晚餐(在地人氣必吃),116台灣台北市文山區木新路三段108號,4.4,2033,24.9822967,121.5627305,+886 2 2936 2535,星期一: 10:30 – 20:00,星期二: 休息,星期三: 10:30 – 20:00,星期四: 10:30 – 20:00,星期五: 09:30 – 22:30,星期六: 09:30 – 20:30,星期日: 09:30 – 20:30,,https://maps.google.com/?cid=18013037525676329465,2,,,,,,0,,0
1153,麵妃精選麵食,116台灣台北市文山區木新路三段115號1樓,4,759,24.9819541,121.5623276,+886 2 2939 5552,"星期一: 11:00 – 14:00, 16:30 – 20:30","星期二: 11:00 – 14:00, 16:30 – 20:30","星期三: 11:00 – 14:00, 16:30 – 20:30",星期四: 休息,"星期五: 11:00 – 14:00, 16:30 – 20:30","星期六: 11:00 – 14:00, 16:30 – 20:30","星期日: 11:00 – 14:00, 16:30 – 20:30",,https://maps.google.com/?cid=12108246047318796401,2,,,,,,0,,0
1154,鴻記石鍋,116台灣台北市文山區興隆路四段130號,4.4,536,24.9824167,121.5622361,+886 2 8661 5772,星期一: 休息,星期二: 17:30 – 21:30,星期三: 17:30 – 21:30,星期四: 17:30 – 21:30,星期五: 17:30 – 21:30,"星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=6925629716062357191,2,, 鴻記石鍋,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d12976578-Reviews-Hung_Stone_Pot-Wenshan_Taipei.html,116 台灣 文山台北 文山区兴隆路四段130号1楼,+886 2 8661 5772,0,"海鮮, 晚餐",0
1155,摩斯漢堡 木新店,116台灣台北市文山區木新路三段170號,3.9,376,24.981875,121.5607793,+886 2 2234 9426,星期一: 06:00 – 22:00,星期二: 06:00 – 22:00,星期三: 06:00 – 22:00,星期四: 06:00 – 22:00,星期五: 06:00 – 22:00,星期六: 06:00 – 22:00,星期日: 06:00 – 22:00,,https://maps.google.com/?cid=17862367054939626628,2,,,,,,0,,0
1156,火鍋世家 (木柵木新店),116台灣台北市文山區木新路三段58號,3.8,416,24.9825641,121.5640087,+886 2 8661 2717,星期一: 12:00 – 21:30,星期二: 12:00 – 21:30,星期三: 12:00 – 21:30,星期四: 12:00 – 21:30,星期五: 12:00 – 21:30,星期六: 12:00 – 21:30,星期日: 12:00 – 21:30,,https://maps.google.com/?cid=4628626431156114549,2,, 火鍋世家 - 木柵木新,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d12976555-Reviews-Suabu_Family_Mushan_Muxin_Shop-Taipei.html,116 台灣 台北 文山区木新路三段58号,+886 2 8661 2717,0,晚餐,0
1157,三茶六飯居酒屋,116台灣台北市文山區興隆路四段104號,4.6,426,24.9831538,121.5620155,+886 2 8661 1606,星期一: 17:00 – 20:30,星期二: 17:00 – 20:30,星期三: 休息,星期四: 17:00 – 20:30,星期五: 17:00 – 22:00,星期六: 17:00 – 22:00,星期日: 17:00 – 20:30,FALSE,https://maps.google.com/?cid=8345339377326522399,2,,,,,,0,,0
1158,光羽塩 Lytea,116台灣台北市文山區指南路三段38巷14之2號,4.2,1616,24.968766,121.585703,+886 2 2939 4050,星期一: 休息,星期二: 11:00 – 23:30,星期三: 11:00 – 23:30,星期四: 11:00 – 23:30,星期五: 11:00 – 01:00,星期六: 11:00 – 01:00,星期日: 11:00 – 23:30,,https://maps.google.com/?cid=13612316041222744685,2,, 清心茶園,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6142789-Reviews-Qing_Xin_Tea_Restaurant-Wenshan_Taipei.html,"台灣 文山台北 No. 14-2, Ln. 38, Sec. 3, Zhinan Rd., Wenshan Dist",+886 2 2939 4050,4,"亞洲料理, 台灣小吃/台菜",2
1159,深坑第一家手工臭豆腐（木新本舖）,116台灣台北市文山區興隆路四段223號,3.9,60,24.9823737,121.5626382,+886 2 2939 5223,星期一: 12:00 – 22:00,星期二: 12:00 – 22:00,星期三: 12:00 – 22:00,星期四: 12:00 – 22:00,星期五: 12:00 – 22:00,星期六: 12:00 – 22:00,星期日: 休息,,https://maps.google.com/?cid=9177419583900163849,,,,,,,0,,0
1160,三尋九食臭臭鍋 （木柵店）,116台灣台北市文山區木新路三段103號,3.4,329,24.9820311,121.5626711,+886 2 2936 3399,"星期一: 11:00 – 14:00, 17:00 – 22:00","星期二: 11:00 – 14:00, 17:00 – 22:00","星期三: 11:00 – 14:00, 17:00 – 22:00","星期四: 11:00 – 14:00, 17:00 – 22:00","星期五: 11:00 – 14:00, 17:00 – 22:00","星期六: 11:00 – 14:00, 17:00 – 22:00","星期日: 11:00 – 14:00, 17:00 – 22:00",,https://maps.google.com/?cid=7156626126616851405,1,, 三媽臭臭鍋,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d12976549-Reviews-San_Ma_Chouchou_Gou-Wenshan_Taipei.html,116 台灣 文山台北 文山区木新路三段103号一楼,+886 2 2936 3399,4,"亞洲料理, 台灣小吃/台菜",6
1161,貓空清泉山莊,116台灣台北市文山區指南路三段38巷33-3號號（右側,4.4,2001,24.9666586,121.5913802,+886 2 2936 8761,星期一: 休息,星期二: 10:00 – 20:00,星期三: 10:00 – 20:00,星期四: 10:00 – 20:00,星期五: 10:00 – 20:00,星期六: 10:00 – 21:00,星期日: 10:00 – 20:00,TRUE,https://maps.google.com/?cid=7176125384923621232,2,, 貓空清泉山莊,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d11963944-Reviews-Maokong_Springs_Teahouse-Wenshan_Taipei.html,116 台灣 文山台北 文山区指南路三段38巷33号之1,+886 2 2936 8761,4,,17
1162,野山土雞園,116台灣台北市文山區老泉街26巷9號,4.4,185,24.96685,121.567186,+886 2 2937 9437,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 休息,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,,https://maps.google.com/?cid=12888784344910772974,2,, 野山土雞園,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6148304-Reviews-Ye_Shan_Free_Range_Chicken_Shop-Wenshan_Taipei.html,"台灣 文山台北 No. 9, Ln. 26, Laoquan St., Wenshan Dist",+886 2 2937 9437,4.5,"亞洲料理, 台灣小吃/台菜",2
1163,仁鄉好味館,231台灣新北市新店區北宜路二段276號,4.9,31,24.9540807,121.5610157,+886 2 2217 7773,"星期一: 11:00 – 13:30, 17:00 – 19:30","星期二: 11:00 – 13:30, 17:00 – 19:30","星期三: 11:00 – 13:30, 17:00 – 19:30","星期四: 11:00 – 13:30, 17:00 – 19:30","星期五: 11:00 – 13:30, 17:00 – 19:30","星期六: 11:00 – 13:30, 17:00 – 19:30",星期日: 休息,,https://maps.google.com/?cid=8742836114312750280,,,,,,,0,,0
1164,麥香早餐店,231台灣新北市新店區北宜路二段132號,4.8,105,24.9537422,121.5571366,+886 2 2217 2489,星期一: 05:00 – 12:30,星期二: 05:00 – 12:30,星期三: 05:00 – 12:30,星期四: 05:00 – 12:30,星期五: 05:00 – 12:30,星期六: 05:00 – 12:30,星期日: 休息,,https://maps.google.com/?cid=6879727495229160960,,,,,,,0,,0
1165,貓空 上暘茶莊 SUNYANG TEAHOUSE,116台灣台北市文山區指南路三段38巷16-2號1樓,4.6,156,24.9693124,121.5874451,+886 2 2938 5255,星期一: 休息,星期二: 10:00 – 19:00,星期三: 10:00 – 19:00,星期四: 10:00 – 19:00,星期五: 10:00 – 19:00,星期六: 10:00 – 20:00,星期日: 10:00 – 19:00,TRUE,https://maps.google.com/?cid=17894485854022373199,,, 上暘茶荘,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d11766764-Reviews-Shang_Yang_Cha_Zhuang-Wenshan_Taipei.html,台灣 文山台北 文山区指南路三段38巷16-2号1楼,+886 2 2938 5255,4,,2
1166,晨曦茶坊,116台灣台北市文山區指南路三段34巷53號,4.4,348,24.9657718,121.58327,+886 2 2936 4336,星期一: 09:30 – 00:00,星期二: 09:30 – 00:00,星期三: 09:30 – 00:00,星期四: 09:30 – 00:00,星期五: 09:30 – 03:00,星期六: 09:30 – 03:00,星期日: 09:30 – 03:00,,https://maps.google.com/?cid=12630930266207299991,,, 晨曦茶坊,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d23129702-Reviews-Chenxi_Tea_House-Wenshan_Taipei.html,"台灣 文山台北 No. 53, Ln. 34, Sec. 3, Zhinan Rd.",+886 2 2936 4336,0,,0
1167,青潭早餐店,231台灣新北市新店區北宜路二段155號,3.9,30,24.9533481,121.5520232,+886 2 2217 4527,星期一: 05:30 – 12:00,星期二: 05:30 – 12:00,星期三: 05:30 – 12:00,星期四: 05:30 – 12:00,星期五: 05:30 – 12:00,星期六: 05:30 – 12:00,星期日: 05:30 – 12:00,,https://maps.google.com/?cid=15497860971280392223,,,,,,,0,,0
1168,力活早餐店,231台灣新北市新店區北宜路二段285號,3.6,7,24.9537396,121.5552516,+886 2 2217 0773,星期一: 05:00 – 13:00,星期二: 05:00 – 13:00,星期三: 05:00 – 13:00,星期四: 05:00 – 13:00,星期五: 05:00 – 13:00,星期六: 05:00 – 13:00,星期日: 05:00 – 13:00,,https://maps.google.com/?cid=12608333905556846770,,,,,,,0,,0
1169,小叮噹早餐店,231台灣新北市新店區寶橋路200號,4.3,21,24.9782627,121.5509207,+886 2 2911 6783,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,https://maps.google.com/?cid=522691297879017883,,,,,,,0,,0
1170,黑人牛肉麵,231台灣新北市新店區寶橋路209號,3.9,414,24.9771852,121.5484753,+886 2 2913 5899,星期一: 休息,星期二: 11:30 – 20:00,星期三: 11:30 – 20:00,星期四: 11:30 – 20:00,星期五: 11:30 – 20:00,星期六: 11:30 – 20:00,星期日: 11:30 – 20:00,,https://maps.google.com/?cid=9451242222235077634,1,,,,,,0,,0
1171,活力早餐店,116台灣台北市文山區樟新街36號,4.5,53,24.9784404,121.5553743,+886 2 8661 2737,星期一: 06:00 – 12:15,星期二: 06:00 – 12:15,星期三: 06:00 – 12:15,星期四: 06:00 – 12:15,星期五: 06:00 – 12:15,星期六: 06:00 – 12:15,星期日: 06:00 – 12:15,,https://maps.google.com/?cid=12444724457075740841,,,,,,,0,,0
1172,廣東牛肉麵,231台灣新北市新店區寶橋路43號,3.6,208,24.9746036,121.5445635,+886 2 2915 0797,"星期一: 11:00 – 15:00, 17:00 – 20:30","星期二: 11:00 – 15:00, 17:00 – 20:30","星期三: 11:00 – 15:00, 17:00 – 20:30","星期四: 11:00 – 15:00, 17:00 – 20:30","星期五: 11:00 – 15:00, 17:00 – 20:30","星期六: 11:00 – 15:00, 17:00 – 20:30",星期日: 休息,,https://maps.google.com/?cid=16900027842144837064,1,,,,,,0,,0
1173,大漁港餐廳,231台灣新北市新店區寶橋路197號號,3.9,276,24.976953,121.548219,+886 2 2911 2780,"星期一: 11:00 – 14:00, 17:00 – 23:00",星期二: 休息,"星期三: 11:00 – 14:00, 17:00 – 23:00","星期四: 11:00 – 14:00, 17:00 – 23:00","星期五: 11:00 – 14:00, 17:00 – 23:00",星期六: 11:00 – 23:00,"星期日: 11:00 – 14:00, 17:00 – 22:00",,https://maps.google.com/?cid=13741194750540182160,2,,,,,,0,,0
1174,大山無價飲食空間,231台灣新北市新店區北宜路三段62號,4.1,1119,24.950994,121.5746824,+886 2 2217 8891,星期一: 休息,"星期二: 12:00 – 15:00, 18:00 – 21:00","星期三: 12:00 – 15:00, 18:00 – 21:00","星期四: 12:00 – 15:00, 18:00 – 21:00","星期五: 12:00 – 15:00, 18:00 – 21:00","星期六: 12:00 – 15:00, 18:00 – 21:00","星期日: 12:00 – 15:00, 18:00 – 21:00",,https://maps.google.com/?cid=14350493248958939856,3,,,,,,0,,0
1175,希波克拉底精準益生園,231台灣新北市新店區北宜路三段210巷27號,4.8,20,24.9509666,121.5911593,+886 2 2217 7360,星期一: 09:00 – 20:00,星期二: 09:00 – 20:00,星期三: 09:00 – 20:00,星期四: 09:00 – 20:00,星期五: 09:00 – 20:00,星期六: 09:00 – 20:00,星期日: 09:00 – 20:00,,https://maps.google.com/?cid=10294301119944781393,,,,,,,0,,0
1176,早安美芝城新店北宜,23152台灣新北市新店區北宜路二段320號,4,74,24.9539172,121.5618776,+886 2 2217 2592,星期一: 05:30 – 13:00,星期二: 05:30 – 13:00,星期三: 05:30 – 13:00,星期四: 05:30 – 13:00,星期五: 05:30 – 13:00,星期六: 05:30 – 13:00,星期日: 05:30 – 13:00,,https://maps.google.com/?cid=2153125466238815858,1,,,,,,0,,0
1177,東興食堂,231台灣新北市新店區北宜路二段397號,4,329,24.954587,121.559496,+886 2 2217 1557,星期一: 休息,"星期二: 11:30 – 14:30, 17:30 – 21:00","星期三: 11:30 – 14:30, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:30, 17:30 – 21:00","星期六: 11:30 – 14:30, 17:30 – 21:00","星期日: 11:30 – 14:30, 17:30 – 21:00",TRUE,https://maps.google.com/?cid=13875102645697898018,3,,,,,,0,,0
1178,然月鍋物,"No. 353, 北宜路二段新店區新北市台灣 231",4,164,24.9542127,121.5583476,+886 2 2217 0844,星期一: 09:00 – 21:00,星期二: 休息,"星期三: 09:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00",星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=12142633394291695356,2,,,,,,0,,0
1179,永和豆漿 北宜店,231台灣新北市新店區北宜路二段96號,3.9,109,24.9535148,121.5553276,+886 2 2217 9695,星期一: 休息,星期二: 04:00 – 12:00,星期三: 04:00 – 12:00,星期四: 04:00 – 12:00,星期五: 04:00 – 12:00,星期六: 04:00 – 12:00,星期日: 04:00 – 12:00,,https://maps.google.com/?cid=1450630933478866125,1,,,,,,0,,0
1180,老赤崁，新美食,23147台灣新北市新店區光明街43-1號,4.1,416,24.9598232,121.5385739,+886 2 8914 5185,"星期一: 11:00 – 14:30, 17:00 – 20:00","星期二: 11:00 – 14:30, 17:00 – 20:00",星期三: 休息,"星期四: 11:00 – 14:30, 17:00 – 20:00","星期五: 11:00 – 14:30, 17:00 – 20:00","星期六: 11:00 – 14:30, 17:00 – 20:00","星期日: 11:00 – 14:30, 17:00 – 20:00",,https://maps.google.com/?cid=11267693294657615303,1,,,,,,0,,0
1181,秀子早餐店,231台灣新北市新店區新生街14號,4.5,44,24.966276,121.540082,+886 2 2915 4580,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 休息,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,https://maps.google.com/?cid=16212801004770410205,1,,,,,,0,,0
1182,景美祖傳牛肉麵,116台灣台北市文山區景文街133號,4,205,24.9901376,121.5411609,+886 932 395 806,星期一: 11:00 – 20:30,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 11:00 – 20:30,,https://maps.google.com/?cid=11307980680313976411,,,,,,,0,,0
1183,湖興土雞山莊 茶藝館,231台灣新北市新店區湖興路128號之2,4.1,481,24.9304042,121.5607689,+886 2 2666 6700,星期一: 11:30 – 19:30,星期二: 11:30 – 19:30,星期三: 11:30 – 19:30,星期四: 11:30 – 19:30,星期五: 11:30 – 19:30,星期六: 11:30 – 19:30,星期日: 11:30 – 19:30,,https://maps.google.com/?cid=9020559853638831202,2,,,,,,0,,0
1184,大呼過癮臭臭鍋北宜店,231台灣新北市新店區北宜路二段191-193號,4.6,11,24.9533789,121.5527452,+886 2 2217 3889,星期一: 休息,"星期二: 12:00 – 14:00, 16:00 – 20:30","星期三: 12:00 – 14:00, 16:00 – 20:30","星期四: 12:00 – 14:00, 16:00 – 20:30","星期五: 12:00 – 14:00, 16:00 – 20:30","星期六: 12:00 – 14:00, 16:00 – 20:30","星期日: 12:00 – 14:00, 16:00 – 20:30",,https://maps.google.com/?cid=7543357693969051103,1,,,,,,0,,0
1185,早安美芝城（竹林店）,231台灣新北市新店區竹林路30巷2號1樓,4.3,34,24.9509598,121.5522346,+886 2 2217 9280,星期一: 05:30 – 13:00,星期二: 09:00 – 13:00,星期三: 05:30 – 13:00,星期四: 05:30 – 13:00,星期五: 05:30 – 13:00,星期六: 05:30 – 13:00,星期日: 05:30 – 13:00,,https://maps.google.com/?cid=320459263587902800,1,,,,,,0,,0
1186,好好吃雞排 北宜二店,231台灣新北市新店區北宜路二段30巷34號,4.5,4,24.9513252,121.5484519,+886 920 963 386,星期一: 16:00 – 23:00,星期二: 16:00 – 23:00,星期三: 16:00 – 23:00,星期四: 休息,星期五: 16:00 – 23:00,星期六: 16:00 – 23:00,星期日: 16:00 – 23:00,,https://maps.google.com/?cid=10851741425771612200,,,,,,,0,,0
1187,萬佳鄉早餐店,231台灣新北市新店區建國路204號,4.4,210,24.9807133,121.5378673,+886 2 8911 7543,星期一: 05:00 – 12:30,星期二: 05:00 – 12:30,星期三: 05:00 – 12:30,星期四: 05:00 – 12:30,星期五: 05:00 – 12:30,星期六: 05:00 – 13:00,星期日: 休息,,https://maps.google.com/?cid=7284575877700953342,1,,,,,,0,,0
1188,龜山小吃,231台灣新北市新店區新烏路三段63號,4.9,17,24.9040719,121.554402,+886 2 2666 5565,星期一: 07:00 – 19:00,星期二: 07:00 – 19:00,星期三: 07:00 – 19:00,星期四: 07:00 – 19:00,星期五: 07:00 – 19:00,星期六: 07:00 – 19:00,星期日: 07:00 – 19:00,TRUE,https://maps.google.com/?cid=11802920147446662082,,,,,,,0,,0
1189,蜜廚中式料理,231台灣新北市新店區新烏路三段90號,4.4,336,24.903831,121.5532951,+886 2 2666 3520,星期一: 休息,星期二: 11:30 – 14:30,星期三: 11:30 – 14:30,星期四: 11:30 – 14:30,星期五: 11:30 – 14:30,"星期六: 11:30 – 14:30, 17:30 – 19:30","星期日: 11:30 – 14:30, 17:30 – 19:30",,https://maps.google.com/?cid=7133637019576204479,2,,,,,,0,,0
1190,君記食堂,231台灣新北市新店區新烏路二段421號,4.8,1021,24.9092056,121.5517736,+886 2 2666 3128,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 休息,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,FALSE,https://maps.google.com/?cid=13447520237810831808,2,,,,,,0,,0
1191,烏來i客棧,23160台灣新北市新店區新烏路三段191之2號,4.4,381,24.9007255,121.5504501,+886 2 2666 6282,"星期一: 11:00 – 14:00, 16:00 – 20:00","星期二: 11:00 – 14:00, 16:00 – 20:00","星期三: 11:00 – 14:00, 16:00 – 20:00",星期四: 休息,"星期五: 11:00 – 14:00, 16:00 – 20:00",星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=6055465123772447540,2,,,,,,0,,0
1192,乾隆坊港式酒樓,231台灣新北市新店區民權路42巷7號1樓,3.8,1806,24.9832691,121.5400912,+886 2 2914 1011,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=11792204289197720778,2,,,,,,0,,0
1193,于烤魚創意家常料理,231台灣新北市烏來區新烏路四段36號,4.4,782,24.8852332,121.5510213,+886 2 2661 6263,星期一: 12:00 – 20:00,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 12:00 – 20:00,星期六: 12:00 – 20:00,星期日: 12:00 – 20:00,,https://maps.google.com/?cid=17973577792103856445,2,,,,,,0,,0
1194,玖玖客棧,231台灣新北市新店區新烏路二段354號,4.3,819,24.909874,121.550689,+886 2 2666 8031,"星期一: 11:00 – 15:00, 17:00 – 21:00","星期二: 11:00 – 15:00, 17:00 – 21:00",星期三: 休息,"星期四: 11:00 – 15:00, 17:00 – 21:00","星期五: 11:00 – 15:00, 17:00 – 21:00","星期六: 11:00 – 15:00, 17:00 – 21:00","星期日: 11:00 – 15:00, 17:00 – 21:00",,https://maps.google.com/?cid=2713454554160856768,2,,,,,,0,,0
1195,新味食堂,231台灣新北市新店區新烏路三段119號,4.2,94,24.9026729,121.5522179,+886 2 2666 7310,星期一: 11:00 – 19:30,星期二: 11:00 – 19:30,星期三: 11:00 – 19:30,星期四: 11:00 – 19:30,星期五: 11:00 – 19:30,星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=1011125764336029873,,,,,,,0,,0
1196,巧山味土雞城,231台灣新北市新店區屈尺路2號,4.2,158,24.9227886,121.5491801,+886 2 2666 4256,"星期一: 11:30 – 14:30, 16:30 – 22:00",星期二: 休息,"星期三: 11:30 – 14:30, 16:30 – 22:00","星期四: 11:30 – 14:30, 16:30 – 22:00","星期五: 11:30 – 14:30, 16:30 – 22:00","星期六: 11:30 – 14:30, 16:30 – 22:00","星期日: 11:30 – 14:30, 16:30 – 22:00",,https://maps.google.com/?cid=14002359774375545852,,,,,,,0,,0
1197,山中美食館,231台灣新北市新店區新烏路一段231-3號,3.8,70,24.9307362,121.5496247,+886 2 2666 0684,星期一: 休息,"星期二: 10:00 – 14:00, 17:00 – 19:30","星期三: 10:00 – 14:00, 17:00 – 19:30","星期四: 10:00 – 14:00, 17:00 – 19:30","星期五: 10:00 – 14:00, 17:00 – 19:30","星期六: 10:00 – 14:00, 17:00 – 19:30",星期日: 10:00 – 14:00,,https://maps.google.com/?cid=2254102662434768836,,,,,,,0,,0
1198,台雞店,233台灣新北市烏來區新烏路四段1號,3.9,1205,24.8909757,121.551042,+886 2 2661 7711,星期一: 11:00 – 19:00,星期二: 11:00 – 19:00,星期三: 11:00 – 19:00,星期四: 11:00 – 19:00,星期五: 11:00 – 19:00,星期六: 11:00 – 19:30,星期日: 11:00 – 19:30,,https://maps.google.com/?cid=8098733139751765173,2,,,,,,0,,0
1199,壯壯甕仔雞 烏來店,231台灣新北市新店區新烏路二段9之9號,3.3,727,24.929402,121.5451798,+886 2 2666 5658,星期一: 休息,星期二: 休息,星期三: 休息,星期四: 休息,星期五: 11:00 – 20:30,星期六: 11:00 – 20:30,星期日: 11:00 – 21:00,TRUE,https://maps.google.com/?cid=18418403326474737144,2,,,,,,0,,0
1200,雲仙樂園餐廳,233台灣新北市烏來區瀑布路1-1號,4.3,36,24.8488788,121.5511856,+886 2 2661 6510,星期一: 08:00 – 20:30,星期二: 08:00 – 20:30,星期三: 08:00 – 20:30,星期四: 08:00 – 20:30,星期五: 08:00 – 20:30,星期六: 08:00 – 20:30,星期日: 08:00 – 20:30,,https://maps.google.com/?cid=18409469559218485908,,,,,,,0,,0
1201,田園蔬食餐坊,208台灣新北市金山区2鄰林口4號,4.4,667,25.212005,121.5998503,+886 922 854 690,星期一: 11:00 – 19:00,星期二: 休息,星期三: 11:00 – 19:00,星期四: 11:00 – 19:00,星期五: 11:00 – 19:00,星期六: 10:00 – 19:00,星期日: 10:00 – 19:00,TRUE,https://maps.google.com/?cid=8050187694958059589,1,,,,,,0,,0
