,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url_googlemap,Price_level,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
396,永康街左撇子,116台灣台北市文山區指南路二段119巷10號,4,314,24.9878874,121.5766012,+886 2 2936 9901,"星期一: 11:00 – 14:00, 17:00 – 20:00","星期二: 11:00 – 14:00, 17:00 – 20:00","星期三: 11:00 – 14:00, 17:00 – 20:00","星期四: 11:00 – 14:00, 17:00 – 20:00","星期五: 11:00 – 14:00, 17:00 – 20:00",星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=12770730138730812056,1, 永康街左撇子,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d12955350-Reviews-Yong_Kang_Street_Lefty-Wenshan_Taipei.html,116 台灣 文山台北 文山区指南路二段119巷10号,+886 2 2936 9901,,中式料理,0
397,口福豆漿店,116台灣台北市文山區萬壽路21號,4.1,159,24.9882339,121.5761458,+886 2 2937 9327,星期一: 休息,星期二: 06:00 – 11:00,星期三: 06:00 – 11:00,星期四: 06:00 – 11:00,星期五: 06:00 – 11:00,星期六: 06:00 – 11:00,星期日: 06:00 – 11:00,,https://maps.google.com/?cid=7814135304616018234,1, 口福豆漿店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d12955922-Reviews-Kou_Fu_Soy_Milk-Wenshan_Taipei.html,116 台灣 文山台北 文山区万寿路21号,+886 2 2937 9327,,中式料理,0
398,貓空 找茶屋 found.your.tea,116台灣台北市文山區指南路三段38巷33-5 號對面 - 請找雙橡園招牌入口下來左轉,4.3,649,24.967231,121.5910843,+886 2 2939 8622,星期一: 休息,星期二: 休息,星期三: 12:00 – 20:50,星期四: 12:00 – 20:50,星期五: 12:00 – 20:50,星期六: 10:30 – 20:50,星期日: 10:30 – 20:50,,https://maps.google.com/?cid=623481870901583144,2, 貓空 找茶屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d23129791-Reviews-Found_Your_Tea-Wenshan_Taipei.html,"台灣 文山台北 No. 33-5, Ln. 38, Sec. 3, Zhinan Rd.",+886 2 2939 8622,,,0
399,貓懶 MAOLAN,116台灣台北市文山區指南路三段38巷16-2號,3.9,538,24.969037,121.587659,+886 2 2939 5938,星期一: 10:30 – 22:00,星期二: 10:30 – 22:00,星期三: 10:30 – 22:00,星期四: 10:30 – 22:00,星期五: 10:30 – 22:00,星期六: 10:30 – 22:00,星期日: 10:30 – 22:00,,https://maps.google.com/?cid=15191169612809621455,, 貓空貓懶,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d17450601-Reviews-Maolan-Wenshan_Taipei.html,台灣 文山台北 指南路三段38巷16-2号,+886 2 2939 5938,3,"亞洲料理, 台灣小吃/台菜",2
400,貓空雙橡園茶坊,116台灣台北市文山區指南路三段38巷33之6號,4.3,654,24.9674287,121.5911471,+886 2 2234 4917,星期一: 休息,星期二: 11:30 – 23:00,星期三: 11:30 – 23:00,星期四: 11:30 – 23:00,星期五: 11:30 – 00:00,星期六: 11:30 – 01:00,星期日: 11:00 – 23:30,,https://maps.google.com/?cid=9950377287167551695,2, 雙橡園茶坊,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6149806-Reviews-Shuang_Xian_Yuan_Tea_Restaurant-Wenshan_Taipei.html,"台灣 文山台北 No. 33-6, Ln. 38, Sec. 3, Zhinan Rd., Wenshan Dist",+886 2 2234 4917,4,"亞洲料理, 台灣小吃/台菜",2
401,寒舍茶坊,116台灣台北市文山區指南路三段40巷6號,4.6,159,24.96743,121.597309,+886 2 2938 4934,星期一: 09:00 – 22:00,星期二: 09:00 – 22:00,星期三: 09:00 – 22:00,星期四: 09:00 – 22:00,星期五: 09:00 – 22:00,星期六: 09:00 – 22:00,星期日: 09:00 – 22:00,TRUE,https://maps.google.com/?cid=14295673643509847700,, 寒舍,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6136804-Reviews-Han_She_Tea_Restaurant-Wenshan_Taipei.html,"台灣 文山台北 No. 6, Ln. 40, Sec. 3, Zhinan Rd., Wenshan Dist",+886 2 2938 4934,5,,2
403,王家水餃館,114台灣台北市內湖區東湖路119巷2號,4,2661,25.0687181,121.6166,+886 2 2631 8277,"星期一: 11:00 – 15:30, 16:30 – 21:00","星期二: 11:00 – 15:30, 16:30 – 21:00","星期三: 11:00 – 15:30, 16:30 – 21:00","星期四: 11:00 – 15:30, 16:30 – 21:00","星期五: 11:00 – 15:30, 16:30 – 21:00","星期六: 11:00 – 15:30, 16:30 – 21:00","星期日: 11:00 – 15:30, 16:30 – 21:00",,https://maps.google.com/?cid=9314330602806258012,2, 王家水餃館,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d6135494-Reviews-Wang_Jia_Dumplings-Neihu_Taipei.html,"台灣 內湖台北 No. 2, Ln. 119, Donghu Rd., Neihu Dist",+886 2 2631 8277,3.5,"亞洲料理, 台灣小吃/台菜",18
404,串居留居酒屋（內湖店）,114台灣台北市內湖區內湖路二段181號,4.3,394,25.0814777,121.5878418,+886 2 2795 2882,星期一: 17:00 – 00:30,星期二: 17:00 – 00:30,星期三: 17:00 – 00:30,星期四: 17:00 – 00:30,星期五: 17:00 – 00:30,星期六: 17:00 – 00:30,星期日: 17:00 – 00:30,,https://maps.google.com/?cid=16376507736948144659,, 串居留,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d12643772-Reviews-Chuan_Ju_Liu-Neihu_Taipei.html,114 台灣 內湖台北 内湖区内湖路二段181号,+886 2 2795 2882,5,,3
405,明湖上品牛肉麵,114台灣台北市內湖區康寧路三段153號,3.7,415,25.0705836,121.6114768,+886 2 2632 9598,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=1596168355129702040,, 明湖上品牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d6148165-Reviews-Minghu_Shangping_Beef_Noodles-Neihu_Taipei.html,"台灣 內湖台北 No. 153, Sec. 3, Kangning Rd., Neihu Dist",+886 2 2632 9598,3,亞洲料理,2
406,非常泰 - 南港中信店,115台灣台北市南港區經貿二路186-1號1樓C棟,4.1,904,25.0588953,121.6154061,+886 2 2782 0899,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 15:00, 17:30 – 21:30","星期日: 11:30 – 15:00, 17:30 – 21:30",,https://maps.google.com/?cid=16657985818809291249,2, 右手餐廳Thaihand,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d7621961-Reviews-Very_Thai_Restaurant_Nangang_CTBC_Financial_Park_Store-Nangang_Taipei.html,115 台灣 南港台北 经贸二路186-1号 南港中信C栋1楼,+886 2 2782 0899,4.5,泰式料理,132
407,Bogart's Smokehouse Taipei (美式木柴烤肉屋),115台灣台北市南港區南港路一段255號,4.7,1732,25.0547954,121.6101432,+886 2 2785 2217,星期一: 休息,星期二: 11:30 – 19:00,星期三: 11:30 – 19:00,星期四: 11:30 – 19:00,星期五: 11:30 – 19:00,星期六: 11:30 – 19:00,星期日: 11:30 – 16:00,,https://maps.google.com/?cid=2226711451845070720,2, Bogart's Smokehouse Taipei,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d18192664-Reviews-Bogart_s_Smokehouse_Taipei-Nangang_Taipei.html,115 台灣 南港台北 南港路一段255号,+886 2 2785 2217,5,燒烤,8
408,松園牛肉麵,115台灣台北市南港區研究院路二段70巷8號,3.7,167,25.04561,121.6148398,+886 2 2652 2578,"星期一: 10:40 – 13:30, 17:30 – 19:30","星期二: 10:40 – 13:30, 17:30 – 19:30","星期三: 10:40 – 13:30, 17:30 – 19:30","星期四: 10:40 – 13:30, 17:30 – 19:30","星期五: 10:40 – 13:30, 17:30 – 19:30",星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=2473994719707822216,1, 松園牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d6141664-Reviews-Song_Yuan_Beef_Noodles-Nangang_Taipei.html,"台灣 南港台北 No. 8, Ln. 70, Sec. 2, Academia Rd., Nangang Dist",+886 2 2652 2578,4,亞洲料理,1
409,圓滿川湘菜海鮮,110台灣台北市信義區福德街225號,3.9,46,25.038507,121.585102,+886 2 2727 0939,"星期一: 11:00 – 13:30, 17:00 – 20:30","星期二: 11:00 – 14:00, 17:00 – 20:30","星期三: 11:00 – 14:00, 17:00 – 20:30","星期四: 11:00 – 14:00, 17:00 – 20:30","星期五: 11:00 – 14:00, 17:00 – 20:30","星期六: 11:00 – 14:00, 17:00 – 20:30","星期日: 11:00 – 14:00, 17:00 – 20:30",,https://maps.google.com/?cid=13384788665341315166,, 圓滿川湘菜海鮮,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6150011-Reviews-Yuan_Man_Sichuan_Hunan_Seafood-Xinyi_District_Taipei.html,"台灣 信義區台北 No. 225, Fude St., Xinyi Dist",+886 2 2727 0939,5,"中式料理, 海鮮",2
410,PIZZA HUT必勝客-南港餐廳店(歡樂吧),115台灣台北市南港區忠孝東路七段299號9樓,4.4,2917,25.0524415,121.604529,+886 2 2651 8080,"星期一: 11:00 – 14:00, 17:00 – 21:00","星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00",星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=16818953459332254740,2, 必勝客歡樂吧 南港店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d12145062-Reviews-PizzaHut-Nangang_Taipei.html,115 台灣 南港台北 南港区忠孝东路七段299号 City Link南港店9楼 (C栋),+886 2 2651 8080,4,,23
413,麥當勞-忠孝八餐廳,115台灣台北市南港區忠孝東路六段438號,3.5,1062,25.0501488,121.5936976,+886 2 2654 6761,星期一: 06:00 – 23:30,星期二: 06:00 – 01:00,星期三: 06:00 – 01:00,星期四: 06:00 – 01:00,星期五: 06:00 – 01:00,星期六: 06:00 – 01:00,星期日: 06:00 – 01:00,,https://maps.google.com/?cid=7572599817524033908,1, 麥當勞(忠孝八店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d4502002-Reviews-McDonald_s-Nangang_Taipei.html,115 台灣 南港台北 南港区忠孝东路6段438号 1f,+886 2 2654 6761,3.5,快餐,11
414,McCafé咖啡-忠孝八店,115台灣台北市南港區忠孝東路六段438號,4.7,32,25.0501488,121.5936976,+886 2 2654 6761,星期一: 06:00 – 23:30,星期二: 06:00 – 01:00,星期三: 06:00 – 01:00,星期四: 06:00 – 01:00,星期五: 06:00 – 01:00,星期六: 06:00 – 01:00,星期日: 06:00 – 01:00,,https://maps.google.com/?cid=2838178002337384540,, 麥當勞(忠孝八店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d4502002-Reviews-McDonald_s-Nangang_Taipei.html,115 台灣 南港台北 南港区忠孝东路6段438号 1f,+886 2 2654 6761,3.5,快餐,11
415,高麗園銅盤烤肉 Citylink南港市場,115台灣台北市南港區忠孝東路七段299號7樓,4,1740,25.0527115,121.6048763,+886 2 2652 9370,"星期一: 11:00 – 14:30, 17:00 – 20:30","星期二: 11:00 – 14:30, 17:00 – 20:30","星期三: 11:00 – 14:30, 17:00 – 20:30","星期四: 11:00 – 14:30, 17:00 – 20:30","星期五: 11:00 – 14:30, 17:00 – 20:30",星期六: 11:00 – 22:00,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=5199236627188718806,2, 高麗園韓式烤肉,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d14961141-Reviews-Gao_Li_Yuan_Korean_BBQ-Nangang_Taipei.html,115 台灣 南港台北 忠孝东路七段299号 7楼,+886 2 2652 9370,4,"亞洲料理, 韓式料理, 中亞菜系",9
416,丸子公煮食堂,114台灣台北市內湖區成功路四段61巷51號,4,289,25.0799402,121.5938436,+886 2 2790 3617,"星期一: 11:50 – 14:00, 17:30 – 20:30","星期二: 11:50 – 14:00, 17:30 – 20:30","星期三: 11:50 – 14:00, 17:30 – 20:30","星期四: 11:50 – 14:00, 17:30 – 20:30","星期五: 11:50 – 14:00, 17:30 – 20:30",星期六: 休息,星期日: 休息,,https://maps.google.com/?cid=15793247124304876654,1, 丸子公煮,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d6136997-Reviews-Wan_Zi_Gong_Zhu-Neihu_Taipei.html,"台灣 內湖台北 No. 51, Ln. 61, Sec. 4, Chenggong Rd., Neihu Dist",+886 2 2790 3617,3.5,"亞洲料理, 台灣小吃/台菜",3
417,巴西里小館,114台灣台北市內湖區金湖路24號,4.3,558,25.083047,121.5962573,+886 2 2796 8098,星期一: 休息,"星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 16:00, 17:00 – 21:30","星期日: 11:30 – 16:00, 17:00 – 21:30",,https://maps.google.com/?cid=11134156580185375217,2, 巴西里小館,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d15530796-Reviews-Parsley_Bistro-Neihu_Taipei.html,114 台灣 內湖台北 金湖路24号 1楼,+886 2 2796 8098,4,"午餐, 晚餐",3
418,Tony’s BBQ Smokehouse,114台灣台北市內湖區民權東路六段145號,4.2,779,25.0691152,121.5943113,+886 2 2795 5050,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 20:00","星期三: 11:00 – 14:00, 17:00 – 20:00","星期四: 11:00 – 14:00, 17:00 – 20:00","星期五: 11:00 – 14:00, 17:00 – 20:00","星期六: 11:00 – 14:00, 17:00 – 20:00","星期日: 11:00 – 14:00, 17:00 – 20:00",,https://maps.google.com/?cid=898045003328408153,2, Tony's Bar B Que Smokehouse,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d7243891-Reviews-Tony_s_Bar_B_Que_Smokehouse-Neihu_Taipei.html,"114 台灣 內湖台北 1F, No.145, Sec. 6, Minquan E. Rd, Neihu Dist.,",+886 2 2795 5050,4,"燒烤, 牛排",12
419,豆腐村 Tofu Village - CITYLINK南港店,115台灣台北市南港區忠孝東路七段299號10樓,3.8,1498,25.0525582,121.604518,+886 2 2652 9385,"星期一: 11:00 – 15:00, 17:00 – 21:30","星期二: 11:00 – 15:00, 17:00 – 21:30","星期三: 11:00 – 15:00, 17:00 – 21:30","星期四: 11:00 – 15:00, 17:00 – 21:30","星期五: 11:00 – 15:00, 17:00 – 22:00","星期六: 11:00 – 15:00, 17:00 – 22:00","星期日: 11:00 – 15:00, 17:00 – 21:30",,https://maps.google.com/?cid=12563860933373424184,2, 豆腐村,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d12621437-Reviews-Tofu_Village-Nangang_Taipei.html,115 台灣 南港台北 南港区忠孝东路七段369号C栋10楼,+886 2 2652 9385,4,"亞洲料理, 韓式料理",22
420,牛爸爸牛肉麵,114台灣台北市內湖區民權東路六段149號,4.2,803,25.0690113,121.594563,+886 2 8791 7187,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=12425368302927236530,4, 牛爸爸牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d4542371-Reviews-Niubaba_Niuroumia-Neihu_Taipei.html,台灣 內湖台北 内湖区民权东路6段149号,+886 2 8791 7187,5,亞洲料理,11
421,奇味蕃茄牛肉麵,115台灣台北市南港區興華路120號,3.8,263,25.056943,121.605394,+886 2 2653 3501,"星期一: 11:00 – 14:30, 17:00 – 20:30","星期二: 11:00 – 14:30, 17:00 – 20:30",星期三: 11:00 – 14:30,"星期四: 11:00 – 14:30, 17:00 – 20:30","星期五: 11:00 – 14:30, 17:00 – 20:30",星期六: 休息,"星期日: 11:00 – 14:30, 17:00 – 20:30",,https://maps.google.com/?cid=15152137044678664335,1, 奇味蕃茄牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d6137139-Reviews-Qi_Wei_Tomato_Beef_Noodles-Nangang_Taipei.html,"台灣 南港台北 No. 120, Xinghua Rd., Nangang Dist",+886 2 2653 3501,4,亞洲料理,1
422,樂麵屋 南港店,115台灣台北市南港区经贸二路166號中國信託金融園區A棟2樓,4.2,1241,25.058488,121.6162853,+886 2 2786 1377,"星期一: 11:30 – 14:00, 17:00 – 20:30","星期二: 11:30 – 14:00, 17:00 – 20:30","星期三: 11:30 – 14:00, 17:00 – 20:30","星期四: 11:30 – 14:00, 17:00 – 20:30","星期五: 11:30 – 14:00, 17:00 – 21:00",星期六: 11:30 – 21:00,星期日: 11:30 – 20:30,,https://maps.google.com/?cid=5699312852191448421,2, 樂麵屋(南港店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d10546574-Reviews-Rakumenya_Nangang_Shop-Nangang_Taipei.html,11568 台灣 南港台北 经贸二路166号 南港中国信托金融园区2楼,+886 2 2786 1377,4.5,日式料理,352
423,摩斯漢堡 康寧店,114台灣台北市內湖區成功路五段63號,3.8,739,25.0740049,121.6060285,+886 2 2633 8221,星期一: 06:00 – 23:00,星期二: 06:00 – 23:00,星期三: 06:00 – 23:00,星期四: 06:00 – 23:00,星期五: 06:00 – 23:00,星期六: 06:00 – 23:00,星期日: 06:00 – 23:00,TRUE,https://maps.google.com/?cid=7818757065642187261,2, 摩斯漢堡 - 康寧店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d15662106-Reviews-Mos_Burger_Kang_Ning-Neihu_Taipei.html,114 台灣 內湖台北 成功路五段63号,+886 2 2633 8221,5,"早餐, 午餐, 晚餐",2
424,青島餃子館,114台灣台北市內湖區安泰街65巷4號1樓,4.4,619,25.0751287,121.6170009,+886 2 2634 5441,星期一: 休息,星期二: 休息,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=5285665207314314155,1, 青島餃子館牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d6142971-Reviews-Qing_Dao_Dumpling_and_Beef_Noodles-Neihu_Taipei.html,"台灣 內湖台北 No. 4, Ln. 65, Antai St., Neihu Dist",+886 2 2634 5441,3.5,亞洲料理,3
425,臻饌麻辣鍋,114台灣台北市內湖區成功路五段73號,4.3,404,25.0741439,121.60568,+886 2 2631 1218,星期一: 休息,"星期二: 11:00 – 15:00, 17:00 – 22:00","星期三: 11:00 – 15:00, 17:00 – 22:00","星期四: 11:00 – 15:00, 17:00 – 22:00","星期五: 11:00 – 15:00, 17:00 – 22:00","星期六: 11:00 – 15:00, 17:00 – 22:00","星期日: 11:00 – 15:00, 17:00 – 22:00",,https://maps.google.com/?cid=10011091606050190805,2, 臻饌麻辣鍋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d7731878-Reviews-Zhen_Zhuan_Spicy_Hot_Pot-Neihu_Taipei.html,"台灣 內湖台北 No. 73, Sec. 5, Chenggong Rd., Neihu Dist",+886 2 2631 1218,4,"亞洲料理, 台灣小吃/台菜",3
426,今天吃什麼 - 韓式料理,114台灣台北市內湖區金湖路366號,3.9,472,25.0737127,121.6043566,+886 2 2634 1615,"星期一: 11:30 – 14:00, 17:30 – 22:00",星期二: 休息,"星期三: 11:30 – 14:00, 17:30 – 22:00","星期四: 11:30 – 14:00, 17:30 – 22:00","星期五: 11:30 – 14:00, 17:30 – 22:00","星期六: 11:30 – 14:00, 17:30 – 22:00","星期日: 11:30 – 14:00, 17:30 – 22:00",,https://maps.google.com/?cid=6751403233524423821,2, 今天吃什麼 - 韩式料理,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d20942537-Reviews-What_to_eat_today_Korean_Cuisine-Neihu_Taipei.html,114 台灣 內湖台北 金湖路366号,+886 2 2634 1615,1,"亞洲料理, 韓式料理, 烤肉",1
427,馳走屋,114台灣台北市內湖區成功路五段85號,4.3,782,25.0738732,121.6053421,+886 2 2630 6375,"星期一: 11:30 – 14:30, 17:30 – 21:30",星期二: 休息,"星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,https://maps.google.com/?cid=11519732035708810390,2, 馳走屋,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d13931792-Reviews-Chiso_Ya-Taipei.html,114 台灣 台北 内湖区成功路五段85号,+886 2 2630 6375,4,日式料理,12
428,太鼓判 ODEN BAR,114台灣台北市內湖區金湖路377號,4.3,1666,25.0733693,121.6033243,+886 2 2634 5476,星期一: 休息,星期二: 17:30 – 23:00,星期三: 17:30 – 23:00,星期四: 17:30 – 23:00,星期五: 17:30 – 23:00,星期六: 17:30 – 23:00,星期日: 17:30 – 23:00,TRUE,https://maps.google.com/?cid=9111282424018367272,2, 太鼓判,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d11766751-Reviews-Oden_Bar-Neihu_Taipei.html,114 台灣 內湖台北 内湖区金湖路377号,+886 2 2634 5476,4.5,晚餐,17
429,Cherry Café,114台灣台北市內湖區東湖路119巷32號,4,561,25.0692694,121.6168692,+886 2 2633 6422,"星期一: 11:00 – 14:00, 17:30 – 21:30","星期二: 11:00 – 14:00, 17:30 – 21:30","星期三: 11:00 – 14:00, 17:30 – 21:30","星期四: 11:00 – 14:00, 17:30 – 21:30","星期五: 11:00 – 14:00, 17:30 – 21:30","星期六: 11:00 – 14:00, 17:30 – 21:30","星期日: 11:00 – 14:00, 17:30 – 21:30",,https://maps.google.com/?cid=6637494478515493888,2, 櫻桃小鎮,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d6150502-Reviews-Cherry_Town-Neihu_Taipei.html,"台灣 內湖台北 No. 32, Ln. 119, Donghu Rd., Neihu Dist",+886 2 2633 6422,4.5,多國料理,7
430,沙巴風味鍋,114台灣台北市內湖區東湖路119巷50弄19號,4.2,983,25.0695377,121.6176552,+886 2 2632 2360,星期一: 11:00 – 23:00,星期二: 11:00 – 23:00,星期三: 11:00 – 23:00,星期四: 11:00 – 23:00,星期五: 11:00 – 23:00,星期六: 11:00 – 23:00,星期日: 11:00 – 23:00,TRUE,https://maps.google.com/?cid=119529027664196801,1, 沙巴風味鍋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d17185532-Reviews-Sa_Ba_Hot_Pot-Neihu_Taipei.html,台灣 內湖台北 东湖路119巷50弄19号,+886 2 2632 2360,,中式料理,0
431,上官木桶鍋 南港店,115台灣台北市南港區重陽路449號,4.6,1583,25.059432,121.610075,+886 2 2783 3311,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 22:00,星期六: 11:00 – 22:00,星期日: 11:00 – 22:00,TRUE,https://maps.google.com/?cid=947394299685875363,3, 上官木桶鍋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d15142860-Reviews-Sun_Kuan-Nangang_Taipei.html,115 台灣 南港台北 重阳路449号,+886 2 2783 3311,5,"日式料理, 海鮮, 熟食, 湯品",1
432,Ikinari Steak-日式美食 牛排約會餐廳 午晚間套餐 家庭公司團體聚餐(人氣高CP必吃),115台灣台北市南港區忠孝東路七段369號,4.4,643,25.0526568,121.606164,+886 2 2782 0087,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,https://maps.google.com/?cid=10795342214840134948,, Ikinari Steak Taiwan,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d18929998-Reviews-Ikinari_Steak_Taiwan-Nangang_Taipei.html,115 台灣 南港台北 忠孝东路桥七段369号 南港CITYLINK B栋一楼,+886 2 2782 0087,4.5,"牛排, 日式創意料理",3
433,串家物語 CITYLINK南港店,115台灣台北市南港區忠孝東路七段299號C棟7樓,3.5,1785,25.0525131,121.6045747,+886 2 2788 7533,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,https://maps.google.com/?cid=13326247912254530883,2, 串家物語（CITYLINK C棟）,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d17657291-Reviews-Kushiya_Monogatari_CITYLINK_Building_C-Nangang_Taipei.html,台灣 南港台北 忠孝东路七段299号 7楼,+886 2 2788 7533,4,"日式料理, 亞洲料理",9
434,畝畝園蒸餃.餡餅,114台灣台北市內湖區康樂街136巷18弄30號,3.9,404,25.0715252,121.6185211,+886 2 2630 9909,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,https://maps.google.com/?cid=15145776130876227504,2, 畝畝園老爹味本舖,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d19189149-Reviews-Mu_Mu_Yuan_Lao_Die_Wei_Ben_Pu-Neihu_Taipei.html,114 台灣 內湖台北 康乐街136巷18弄30号,+886 2 2630 9909,4,"午餐, 晚餐",1
435,PappaRich金爸爸-南港中信店,115台灣台北市南港區經貿二路166號A棟中國信託金融園區1樓,4.1,1721,25.058488,121.6162853,+886 2 2785 7677,"星期一: 11:00 – 15:00, 17:00 – 21:30","星期二: 11:00 – 15:00, 17:00 – 21:30","星期三: 11:00 – 15:00, 17:00 – 21:30","星期四: 11:00 – 15:00, 17:00 – 21:30","星期五: 11:00 – 15:00, 17:00 – 21:30",星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,https://maps.google.com/?cid=6370272105476666040,2, 金爸爸 南港店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d12800033-Reviews-PappaRich_Nangang-Nangang_Taipei.html,115 台灣 南港台北 南港区经贸二路166号1楼,+886 2 2785 7677,4,,26
436,小南港-懶人私廚(5/27-5/30公休）,115台灣台北市南港區中南街8號,4.2,852,25.054987,121.615199,+886 905 271 685,星期一: 07:30 – 17:00,星期二: 休息,星期三: 07:30 – 17:00,星期四: 07:30 – 17:00,星期五: 07:30 – 17:00,星期六: 08:00 – 12:30,星期日: 07:30 – 12:30,,https://maps.google.com/?cid=5181769965763751492,1, 小南港-懶人私廚,https://www.tripadvisor.com.tw/Restaurant_Review-g13806753-d14395448-Reviews-Xiao_Nan_Gang_Lan_Ren_Si_Chu-Nangang_Taipei.html,115 台灣 南港台北 中南街8号,+886 905 271 685,3.5,美式料理,3
